ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT002,шинчаже ылыжыч ~ ылыже,ʃint͡ɕɑ-ʒe ələʒ-ət͡ɕ ~ ələʒ-e,ʃint͡ɕɑ-ʒe	ələʒ-ət͡ɕ	~	ʃint͡ɕɑ-ʒe	ələʒ-e,eye-PX3SG	light_up-PST1.3PL	~	eye-PX3SG	light_up-PST1.3SG,His/her eyes lit up,
UT007,изам деч серышым вучем,izɑ-m det͡ɕ serəʃ-əm vut͡ɕ-em,izɑ-m	det͡ɕ	serəʃ-əm	vut͡ɕ-em,elder_brother-PX1SG	from	letter-ACC	wait-1SG,I’m waiting for a letter from my big brother,
UT008,"унавлакын кайымекышт, ме малаш возынна","unɑ-vlɑk-ən kɑjə-mekə-ʃt, me mɑl-ɑʃ voz-ən-nɑ","unɑ-vlɑk-ən	kɑjə-mekə-ʃt,	me	mɑl-ɑʃ	voz-ən-nɑ","guest-PL-GEN	go-CVB.PRI-PX3PL,	1PL	sleep-INF	lie_down-PST2-1PL","After the guests left, we went to sleep",
UT009,Петялан пареҥге эрыкташ кӱлеш,Petʲɑ-lɑn pɑreŋge erǝkt-ɑʃ kyl-eʃ,Petʲɑ-lɑn	pɑreŋge	erǝkt-ɑʃ	kyl-eʃ,Petya-DAT	potato.NOM	clean-INF	be_necessary-3SG,Petya has to wash potatoes,Serdobol’skaya and Toldova 2007: 216
UT014,[…] шонымыжым каласыш да писын ошкыльо,…] [ʃonə-mə-ʒə-m kɑlɑsə-ʃ dɑ pisə-n oʃkəʎo,…]	[ʃonə-mə-ʒə-m	kɑlɑsə-ʃ	dɑ	pisə-n	oʃkəʎo,[…]	think-PTPC.PASS-PX3SG-ACC	say-PST1.3SG	and	quick-ADV	walk.PST1.3SG,s/he expressed his/her thought to […] and paced quickly’,
UT016-1,Йыван ончыч тамакым ок шупш ыле,jəvɑn ont͡ɕət͡ɕ tɑmɑk-əm ok ʃupʃ əʎe,jəvɑn	ont͡ɕət͡ɕ	tɑmɑk-əm	ok	ʃupʃ	əʎe,Yyvan	before	tobacco-ACC	NEG.3SG	smoke.CNG	be.PST1.3SG,Yyvan didn’t use to smoke,
UT016-2,пошкудовлак дене ваш_ваш полшен илена,poʃkudo-vlɑk dene vɑʃ_vɑʃ polʃ-en il-enɑ,poʃkudo-vlɑk	dene	vɑʃ_vɑʃ	polʃ-en	il-enɑ,neighbour-PL	with	one_another	help-CVB	live-1PL,Our neighbors and we help each other all the time,
UT017-1,лӱмдаш → лӱмдылаш,,лӱмдаш	→	лӱмдылаш,[lymdɑʃ]	→	[lymdəlɑʃ],to name → to call names,
UT017-2,озавате шӱрлан шылым пӱчкын опта,ozɑvɑte ʃyr-lɑn ʃəl-əm pyt͡ɕk-ən optɑ,ozɑvɑte	ʃyr-lɑn	ʃəl-əm	pyt͡ɕk-ən	optɑ,housewife	soup-DAT	meat-ACC	cut-CVB	place-3SG,The housewife is chopping up meat for the soup,
UT018,ялысе калык газ пуртымым кумшо ий вучен ила,jɑl-əse kɑlək gɑz purtə-mə-m kum-ʃo ij vut͡ɕ-en il-ɑ,jɑl-əse	kɑlək	gɑz	purtə-mə-m	kum-ʃo	ij	vut͡ɕ-en	il-ɑ,village-ADJ	people	gas	enter-PTCP.PASS-ACC	three-ORD	year	wait-CVB	live-3SG,The people in the village have been waiting to be connected to gas for three years,
UT019,вашке шыже толеш,vɑʃke ʃəʒe tol-eʃ,vɑʃke	ʃəʒe	tol-eʃ,soon	autumn	come-3SG,Autumn will come soon,
UT021-1,"кеҥеж шумеке, туриствлак шукемыныт","keŋeʒ ʃu-meke, turist-vlɑk ʃukem-ən-ət","keŋeʒ	ʃu-meke,	turist-vlɑk	ʃukem-ən-ət","summer	arrive-CVB.PRI,	tourist.PL	increase-PST2-3PL","once summer had arrived, more and more tourists arrived",
UT021-2,"малаш возынам веле ыле, алакӧ омсаш тӱкалтыш","mɑl-ɑʃ voz-ən-ɑm vele əʎe, ɑlɑ-kø omsɑ-ʃ tykɑltə-ʃ","mɑl-ɑʃ	voz-ən-ɑm	vele	əʎe,	ɑlɑ-kø	omsɑ-ʃ	tykɑltə-ʃ","sleep-INF	lie_down-PST2-1SG	only	be.PST1.3SG,	some-who	door-ILL	knock-PST1.3SG",I had just gone to sleep when someone knocked on the door,
UT023-1,она тол,o-nɑ tol,o-nɑ	tol,NEG-PRS.1PL	come.CNG,we don’t come,
UT023-2,ышна тол,ə-ʃ-nɑ tol,ə-ʃ-nɑ	tol,NEG-PST1-1PL	come.CNG,we didn’t come,
UT025,Луднем,lut-ne-m,lut-ne-m,read-DES-1SG,I want to/intend to read,
UT028-1,тетявлӓлӓн веремӓштӹ амалаш вацмыла,tecæ-βlæ-læn βeremæ-ʃtə̈ ɑmɑl-ɑʃ βɑt͡s-məlɑ,tecæ-βlæ-læn	βeremæ-ʃtə̈	ɑmɑl-ɑʃ	βɑt͡s-məlɑ,child-PL-DAT	time-INE	sleep-INF	lie_down-INF.NEC,children should go to bed on time,
UT028-2,мӓ ти пӓшӓм пӹтӓрӹшӓшлык ылына,mæ ti pæʃæ-m pə̈tærə̈-ʃæʃlək əl-ənɑ,mæ	ti	pæʃæ-m	pə̈tærə̈-ʃæʃlək	əl-ənɑ,1PL	this	work-ACC	complete-PTCP.FUT	be-PRS.1PL,we have to finish this work,
UT029,кумныл кече гыч шокшо лийшаш,kum-nəl ket͡ɕe gət͡ɕ ʃokʃo lij-ʃɑ[,kum-nəl	ket͡ɕe	gət͡ɕ	ʃokʃo	lij-ʃɑ[,three-four	day	out_of	hot	be-PTCP.FUT,in three-four days it should be warm,EG 154
UT031,йолташет пӧртышкӧ пурыжо!,joltɑʃ-et pørt-əʃkø purə-ʒo!,joltɑʃ-et	pørt-əʃkø	purə-ʒo!,friend-PX2SG	house-ILL	enter-IMP.3SG,your friend should come into the house!,
UT036,рвезе ӱдырлан пеледышым пуа,rveze ydər-lɑn peledəʃ-əm pu-ɑ,rveze	ydər-lɑn	peledəʃ-əm	pu-ɑ,boy	girl-DAT	flower-ACC	give-3SG,the boy gives the girl flowers,
UT039,газетым ужалат,gɑzet-əm uʒɑl-ɑt,gɑzet-əm	uʒɑl-ɑt,newspaper-ACC	sell-3PL,newspapers are being sold,
UT040,"еҥлан мыняр сайым ыштет, тунар осал ли[йа]т","jeŋ-lɑn məɲɑr sɑj-əm əʃt-et, tunɑr osɑl lij-ɑt","jeŋ-lɑn	məɲɑr	sɑj-əm	əʃt-et,	tunɑr	osɑl	lij-ɑt",other-DAT	how_much	good-ACC	do-2SG	that_much	bad	be(come)-2SG,"the more good you do for others, the worse you will be",
UT042-1,"эх, япон йылмым палашет!","ex, jɑpon jəlmə-m pɑl-ɑʃ-et!","ex,	jɑpon	jəlmə-m	pɑl-ɑʃ-et!","Oh,	Japanese	language-ACC	know-INF-PX2SG","Oh, to know Japanese!",
UT042-2,мый тамакым шупшмаш уке,məj tɑmɑk-əm ʃupʃ-mɑʃ uke,məj	tɑmɑk-əm	ʃupʃ-mɑʃ	uke,1SG	tobacco-ACC	smoke-NMLZ	is_not,I don’t smoke (tobacco) at all,
UT043,кафешке кочкаш ка[йэ]на,kɑfe-ʃke kot͡ɕk-ɑʃ kɑj-enɑ,kɑfe-ʃke	kot͡ɕk-ɑʃ	kɑj-enɑ,café-ILL	eat-INF	go-1PL,we’re going to the café to eat,
UT044,таче кылмыкта,tɑt͡ɕe kəlmə-kt-ɑ,tɑt͡ɕe	kəlmə-kt-ɑ,today	freeze-CAUS-3SG,it will freeze today,
UT046-1,спектакль оҥай ыле,spʲektɑklʲ oŋɑj əʎe,spʲektɑklʲ	oŋɑj	əʎe,play	interesting	be.PST1.3SG,the play was interesting,
UT046-2,Максим лӱмлӧ йылмызе ли[йэ]ш,mɑksim lymlø jəlməze lij-eʃ,mɑksim	lymlø	jəlməze	lij-eʃ,Maksim	famous	linguist	be(come)-3SG,Maksim will be a famous linguist,
UT047,шинчалыкем вес сумкаште,ʃint͡ɕɑlək-em ves sumkɑ-ʃte,ʃint͡ɕɑlək-em	ves	sumkɑ-ʃte,glasses-PX1SG	other	bag-INE,my glasses were in the other bag,
UT048-1,издер да ече,izder dɑ jet͡ɕe,izder	dɑ	jet͡ɕe,sled	and	ski,sled and skis,
UT048-2,мый толам да урокым ыштем,məj tol-ɑm dɑ urok-əm əʃt-em,məj	tol-ɑm	dɑ	urok-əm	əʃt-em,1SG	come-1SG	and	homework-ACC	do-1SG,I will come and do homework,
UT049-1,ковам але шоҥго огыл,kovɑ-m ɑʎe ʃoŋgo og-əl,kovɑ-m	ɑʎe	ʃoŋgo	og-əl,grandmother-PX1SG	yet	old	NEG.3SG-be,my grandmother isn’t old yet,
UT049-2,юмо уке,jumo uke,jumo	uke,god	NEG.EXT,there is no god,
UT050-1,Кочкам,kot͡ɕk-ɑm,kot͡ɕk-ɑm,eat-1SG,I eat,
UT050-2,ом коч,o-m kot͡ɕ,o-m	kot͡ɕ,NEG-1SG	eat.CNG,I don’t eat,
UT052-1,Кочмо : кочдымо,kot͡ɕ-mo] : [kot͡ɕ-təmo,kot͡ɕ-mo]	:	[kot͡ɕ-təmo,eat-PTCP.PASS	:	eat-PTCP.NEG,eaten : uneaten,
UT052-2,йӧратымаш : йӧратыдымаш,jørɑtə-mɑʃ] : [jørɑtə-dəmɑʃ,jørɑtə-mɑʃ]	:	[jørɑtə-dəmɑʃ,love-NMLZ	:	love-NMLZ.NEG,love : lack of love,
UT053-1,Кочдымо,kot͡ɕ-təmo,kot͡ɕ-təmo,eat-PTCP.NEG,uneaten,
UT053-2,ыштыде,əʃtə-de,əʃtə-de,do-CVB.NEG,without doing,
UT053-3,йӧратыдымаш,jørɑtə-dəmɑʃ,jørɑtə-dəmɑʃ,love-NMLZ.NEG,lack of love,
UT055-1,Кочшо,kot͡ɕ-ʃo,kot͡ɕ-ʃo,eat-PTCP.ACT,eating,
UT055-2,кочмо,kot͡ɕ-mo,kot͡ɕ-mo,eat-PTCP.PASS,eaten,
UT056-1,чодырашке коштдымо еҥ,t͡ɕodərɑ-ʃke koʃt-təmo jeŋ,t͡ɕodərɑ-ʃke	koʃt-təmo	jeŋ,forest-ILL	go-PTCP.NEG	person,person that has not gone to the forest,
UT056-2,коштдымо чодыра,koʃt-təmo t͡ɕodərɑ,koʃt-təmo	t͡ɕodərɑ,go-PTCP.NEG	forest,untrodden forest,
UT058-1,чодырашке коштдымо еҥ,t͡ɕodərɑ-ʃke koʃt-təmo jeŋ,t͡ɕodərɑ-ʃke	koʃt-təmo	jeŋ,forest-ILL	go-PTCP.NEG	person,person that has not gone to the forest,
UT058-2,коштдымо чодыра,koʃt-təmo t͡ɕodərɑ,koʃt-təmo	t͡ɕodərɑ,go-PTCP.NEG	forest,untrodden forest,
UT059-1,чоҥештышаш самолёт,t͡ɕoŋeʃtə-ʃɑʃ sɑmolʲot,t͡ɕoŋeʃtə-ʃɑʃ	sɑmolʲot,fly-PTCP.FUT	plane,plane that will/should fly,
UT059-2,погышаш мӧр,pogə-ʃɑʃ mør,pogə-ʃɑʃ	mør,gater-PTCP.FUT	strawberry,strawberries to be/that should be gathered,
UT060,толмем годы,[tol-m-em godəm,[tol-m-em	godəm,come-PTCP.PASS-PX1SG	when,when I came,
UT061-1,кече лекме годым,ket͡ɕe lek-me godəm,ket͡ɕe	lek-me	godəm,sun.NOM	leave-PTCP.PASS	when,when the sun came up,EG 187
UT061-2,кече лектеш,ket͡ɕe lekt-eʃ,ket͡ɕe	lekt-eʃ,sun.NOM	leave-3SG,the sun rises,EG 187
UT063,йӱд еда кочмым чарнаш кӱлеш,jyd jedɑ kot͡ɕ-mə-m t͡ɕɑrn-ɑʃ kyl-eʃ,jyd	jedɑ	kot͡ɕ-mə-m	t͡ɕɑrn-ɑʃ	kyl-eʃ,night	every	eat-PTCP.PASS-ACC	stop-INF	be_necessary-3SG,one should refrain from eating late in the evening,
UT064-1,Тунемше,tunem-ʃe,tunem-ʃe,study-PTCP.ACT,studying → student,
UT064-2,туныктышо,tunəktə-ʃo,tunəktə-ʃo,teach-PTCP.ACT,teaching → teacher,
UT071-1,Анушын ачаже,ɑnuʃ-ən ɑt͡ɕɑ-ʒe,ɑnuʃ-ən	ɑt͡ɕɑ-ʒe,Anush-GEN	father-PX3SG,Anush’s father,OMJ 76
UT071-2,Анушын толмыжо годым,ɑnuʃ-ən tol-mə-ʒo godəm,ɑnuʃ-ən	tol-mə-ʒo	godəm,Anush-GEN	come-PTCP.PASS-PX3SG	when,when Anush came,OMJ 76
UT072,почеламутым кусарымаш шуко йодышым луктеш,pot͡ɕelɑmut-əm kusɑrə-mɑʃ ʃuko jodəʃ-əm lukt-eʃ,pot͡ɕelɑmut-əm	kusɑrə-mɑʃ	ʃuko	jodəʃ-əm	lukt-eʃ,poem-ACC	translate-NMLZ	many	question-ACC	bring_out-3SG,translating poems brings up many questions,EG 380
UT075,Ончылнем,ont͡ɕəln-em,ont͡ɕəln-em,in_front_of-PX1SG,in front of me,
UT076-1,шеҥгек,ʃeŋgek,ʃeŋgek,,(to) behind,
UT076-2,шеҥгелне,ʃeŋgelne,ʃeŋgelne,,behind,
UT076-3,шеҥгеч,ʃeŋget͡ɕ,ʃeŋget͡ɕ,,from behind,
