ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT001,månnå ja Jåssjå lijmen ullgon sirijd tjåggemin,,månnå	ja	Jåssjå	lijmen	ullgon	sirijd	tjåggemin,1SG.NOM	and	Josh.NOM.SG	be-1DU.PST	outside	blueberries-ACC.PL	pick-PTCP,I and Josh were picking berries outside,
UT007,ja tsáhpat biergov káfa sis,,ja	tsáhpat	biergov	káfa	sis,and	cut-INF	meat-ACC.SG	coffee-GEN.SG	into,and to cut meat into your coffee,
UT014,Hiŋga äjjtiga lidjin nåv sagga hiejo ja idnin nåv binná buhtsujt,,Hiŋga	äjjtiga	lidjin	nåv	sagga	hiejo	ja	idnin	nåv	binná	buhtsujt,Hiŋŋa.GEN.SG	parent-NOM.PL	be-3SG.PST	so	incredibly	poor-NOM.SG	and	have-3PL.PST	so	few	reindeer-NOM.PL,Hinnga's parent were so incredibly poor and had so few reindeer,
UT017-1,jårråt,,jårråt,fall_over.INF,fall over,
UT017-2,jårådit,,jårådit,fall_over_repeatedly.INF,,
UT018,"da lä jábmám, ber muv äddne'l  viessomin dále",,"da	lä	jábmám,	ber	muv	äddne'l	viessomin	dále",3PL.NOM	be.3PL.PRS	die-PTCP1	only	1SG.GEN	mother.NOM.SG=be.3SG.PRS	live-PTCP2	now,"They have died, only my mother is living now",
UT019,ja dä maŋŋel dä vuolgá Västeråsaj,,ja	dä	maŋŋel	dä	vuolgá	Västeråsaj,and	then	after	then	drive-2SG.PRS	V.-ILL.SG,and then after that you'll drive to Västerås,
UT021,dä jähkkin ahte vurunjása lijjin suv bårråm,,dä	jähkkin	ahte	vurunjása	lijjin	suv	bårråm,then	believe-3PL.PST	that	raven-NOM.PL	be-3PL.PST	3SG.ACC	eat-PTCP,then they believed that ravens had eaten her,
UT023,Hiŋŋga gujt idtjij máhte tjuovvot ålmáv buhtsuj gugu,,Hiŋŋga	gujt	idtjij	máhte	tjuovvot	ålmáv	buhtsuj	gugu,H.\NOM.SG	really	neg-3SG.PST	can\CNG	follow	man-ACC.SG	reindeer-GEN.PL	towards,Hinnga was not able to accompany her husband to the reindeer,
UT029,Vissjum litj dun bånndáj,,Vissjum	litj	dun	bånndáj,become.angry-PTCP	be-POT.3SG	DEM.DIST-ILL.SG	rich-ILL.SG,(she) must have become angry at that rich (man),
