ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT007,Ӹдӹр мадышвлӓжӹ доно мадеш,ə̈də̈r mɑdəʃ-βlæ-ʒə̈ dono mɑd-eʃ,ə̈də̈r	mɑdəʃ-βlæ-ʒə̈	dono	mɑd-eʃ,girl	toy-PL-PX3SG	with	play-3SG,The girl is playing with her toys,
UT008,"пӓшӓм пӹтӓрӹмӹкет, кӓнӓлтӹ","pæʃæ-m pə̈tærə̈-mə̈k-et, kænæltə̈","pæʃæ-m	pə̈tærə̈-mə̈k-et,	kænæltə̈",work-ACC	finish-CVB.PRI-PX2SG	relax,"After you finish your work, relax",
UT009,Салтак йӓрӹшкӹ кол кычаш ашкедӹм,sɑltɑk jær-ə̈ʃkə̈ kol kət͡ʃ-ɑʃ ɑʃked-ə̈m,sɑltɑk	jær-ə̈ʃkə̈	kol	kət͡ʃ-ɑʃ	ɑʃked-ə̈m,Saltak	lake-ILL	fish.NOM	catch-INF	go-PST1.1SG,I walked to Lake Saltak to go fishing,
UT014,мӧскӓ имни шайылан шагалеш дӓ вычаш тӹнгӓлеш,møskæ imɲi ʃɑjəlɑn ʃɑgɑl-eʃ dæ βət͡ʃ-ɑʃ tə̈ŋgæl-eʃ,møskæ	imɲi	ʃɑjəlɑn	ʃɑgɑl-eʃ	dæ	βət͡ʃ-ɑʃ	tə̈ŋgæl-eʃ,bear	horse	behind	stand-PRS.3SG	and	wait-INF	begin-PRS.3SG,the bear goes and stands behind the horse and starts to wait,
UT016-1,пашкудем мырывлӓм пиш яжон мыра ыльы,pɑʃkud-em mərə-βlæ-m piʃ jɑʒo-n mər-ɑ əʎə,pɑʃkud-em	mərə-βlæ-m	piʃ	jɑʒo-n	mər-ɑ	əʎə,neighbor-PX1SG	song-PL-ACC	very	good-adv	sing-PRS.3SG	be.PST1.3SG,My neighbor used to sing songs very well,
UT016-2,ик семняштӹ вӓшвӓш палшен ӹлӓш келеш,ik semɲæ-ʃtə̈ βæʃ-βæʃ pɑlʃ-en ə̈l-æʃ kel-eʃ,ik	semɲæ-ʃtə̈	βæʃ-βæʃ	pɑlʃ-en	ə̈l-æʃ	kel-eʃ,one	family-INE	one_another	help-CVB	live-INF	be_necessary,Members of a family should help each other,
UT017-1,колаш [kolɑʃ] → колышташ [koləʃtɑʃ],,колаш	[kolɑʃ]	→	колышташ	[koləʃtɑʃ],,to hear → to listen,
UT017-2,озавате шӱрлан шылым пӱчкын опта,ozɑvɑte ʃyr-lɑn ʃəl-əm pyt͡ɕk-ən optɑ,ozɑvɑte	ʃyr-lɑn	ʃəl-əm	pyt͡ɕk-ən	optɑ,housewife	soup-DAT	meat-ACC	cut-CVB	place-3SG,The housewife is chopping up meat for the soup,
UT018,ик семняштӹ вӓшвӓш палшен ӹлӓш келеш,ik semɲæ-ʃtə̈ βæʃ-βæʃ pɑlʃ-en ə̈l-æʃ kel-eʃ,ik	semɲæ-ʃtə̈	βæʃ-βæʃ	pɑlʃ-en	ə̈l-æʃ	kel-eʃ,one	family-INE	one_another	help-CVB	live-INF	be_necessary,Members of a family should help each other,
UT019,иргодым футболла мадат?,irgodəm futbol-lɑ mɑd-ɑt?,irgodəm	futbol-lɑ	mɑd-ɑt?,tomorrow	football-COMP	play-PRS.2SG,Will you play football tomorrow?,
UT021-1,"кӓнӹмӹкӹ, тӹдӹ мӹлӓнем палшыш","kænə̈-mə̈kə̈, tə̈də̈ mə̈lænem pɑlʃə-ʃ","kænə̈-mə̈kə̈,	tə̈də̈	mə̈lænem	pɑlʃə-ʃ","rest-CVB.PRI,	3SG	1SG.DAT	help-PST1.3SG","after s/he had rested, s/he helped me",
UT021-2,"мӹнь амалаш вазынам ыльы, но телефон юк кӹньӹлтӹш","mə̈ɲ ɑmɑl-ɑʃ βɑz-ən-ɑm əʎə, no telefon juk kə̈ɲə̈ltə̈-ʃ","mə̈ɲ	ɑmɑl-ɑʃ	βɑz-ən-ɑm	əʎə,	no	telefon	juk	kə̈ɲə̈ltə̈-ʃ","1SG	sleep-INF	lie_down-PST2-1SG	be.PST1.3SG,	but	telephne	nose	wake-PST1.3SG","I went to bed, but was woken by a telephone call",
UT023-1,ам кач,ɑm kɑt͡ʃ,ɑm	kɑt͡ʃ,NEG-PRS.1SG	eat.CNG,I don’t eat,
UT023-2,шӹм кач,ʃ-ə̈m kɑt͡ʃ,ʃ-ə̈m	kɑt͡ʃ,NEG.PST1-1SG	eat.CNG,I didn’t eat,
UT025,шагалнем,ʃɑgɑl-ne-m,ʃɑgɑl-ne-m,stand_up-DES-1SG,I want to stand up,
UT028-1,тетявлӓлӓн веремӓштӹ амалаш вацмыла,tecæ-βlæ-læn βeremæ-ʃtə̈ ɑmɑl-ɑʃ βɑt͡s-məlɑ,tecæ-βlæ-læn	βeremæ-ʃtə̈	ɑmɑl-ɑʃ	βɑt͡s-məlɑ,child-PL-DAT	time-INE	sleep-INF	lie_down-INF.NEC,children should go to bed on time,
UT028-2,мӓ ти пӓшӓм пӹтӓрӹшӓшлык ылына,mæ ti pæʃæ-m pə̈tærə̈-ʃæʃlək əl-ənɑ,mæ	ti	pæʃæ-m	pə̈tærə̈-ʃæʃlək	əl-ənɑ,1PL	this	work-ACC	complete-PTCP.FUT	be-PRS.1PL,we have to finish this work,
UT029,кечӹштӹ шокшы лишӓшлык,kəm ket͡ʃə̈-ʃtə̈ ʃokʃə li-ʃæʃlək,kəm	ket͡ʃə̈-ʃtə̈	ʃokʃə	li-ʃæʃlək,three	day-INE	hot	be-PTCP.FUT,in three days it should be warm,
UT031,яратышты,jɑrɑtə-ʃtə,jɑrɑtə-ʃtə,love-IMP.3PL,they should love,
UT036,Эчуклан ӓвӓжӹ олмам пуэн,et͡ʃuk-lɑn æβæ-ʒə̈ olmɑ-m pu-en,et͡ʃuk-lɑn	æβæ-ʒə̈	olmɑ-m	pu-en,Echuk-DAT	mother-PX3SG	apple-ACC	give-PST2.3SG,Echuk’s mother gave him an apple,
UT039,газетӹм выжалат,gɑzet-ə̈m vəʒɑl-ɑt,gɑzet-ə̈m	vəʒɑl-ɑt,newspaper-ACC	sell-3PL,newspapers are being sold,
UT040,"эдемлäн маняр пурым ӹштет, тӹнäр худа лиäт","edem-læn mɑɲɑr purə-m ə̈ʃt-et, tə̈nær xudɑ li-æt","edem-læn	mɑɲɑr	purə-m	ə̈ʃt-et,	tə̈nær	xudɑ	li-æt",other-DAT	how_much	good-ACC	do-2SG	that_much	bad	be(come)-2SG,"the more good you do for others, the worse you will be",
UT043,тӹнь ӧлицӓшкӹ мадаш кенет?,tə̈ɲ ølit͡sæ-ʃkə̈ mɑd-ɑʃ ke-ne-t?,tə̈ɲ	ølit͡sæ-ʃkə̈	mɑd-ɑʃ	ke-ne-t?,2SG	street-ILL	play-INF	go-DES-2SG,do you want to go to play outside?,
UT044,тагачы кӹлмӹктä,tɑgɑt͡ʃə kə̈lmə̈-kt-æ,tɑgɑt͡ʃə	kə̈lmə̈-kt-æ,today	freeze-CAUS-3SG,it will freeze today,
UT046,тӹдӹ яжо эдем ылын,tə̈də̈ jɑʒo edem əl-ən,tə̈də̈	jɑʒo	edem	əl-ən,3SG	good	person	be-PST2.3SG,s/he was a good person,
UT047,сӹнзӓлыкем вес сумкашты,sə̈nzælək-em ves sumkɑ-ʃə,sə̈nzælək-em	ves	sumkɑ-ʃə,glasses-PX1SG	other	bag-INE,my glasses were in the other bag,
UT048-1,савалам дӓ кӹзӹм стӧл вӹкӹ пиштӹ,sɑβɑlɑ-m dæ kə̈zə̈-m støl βə̈kə̈ piʃtə̈,sɑβɑlɑ-m	dæ	kə̈zə̈-m	støl	βə̈kə̈	piʃtə̈,spoon-ACC	and	knife-ACC	table	onto	put.IMP.2SG,put a spoon and a knife onto the table,
UT048-2,мӧскӓ имни шайылан шагалеш дӓ вычаш тӹнгӓлеш,møskæ imɲi ʃɑjəlɑn ʃɑgɑl-eʃ dæ βət͡ʃ-ɑʃ tə̈ŋgæl-eʃ,møskæ	imɲi	ʃɑjəlɑn	ʃɑgɑl-eʃ	dæ	βət͡ʃ-ɑʃ	tə̈ŋgæl-eʃ,bear	horse	behind	stand-PRS.3SG	and	wait-INF	begin-PRS.3SG,the bear goes and stands behind the horse and starts to wait,
UT049-1,тӹдӹ йӱкшӹ агыл,tə̈də̈ jykʃə̈ ɑg-əl,tə̈də̈	jykʃə̈	ɑg-əl,3SG	drunk	NEG.3SG-be,s/he is not drunk,
UT049-2,йымы уке [jəmə uke],,йымы	уке	[jəmə	uke],god	NEG.EX,there is no god,
UT050-1,качкам,kɑt͡ʃk-ɑm,kɑt͡ʃk-ɑm,eat-1SG,I eat,
UT050-2,ам кач,ɑ-m kɑt͡ʃk,ɑ-m	kɑt͡ʃk,NEG-1SG	eat.CNG,I don’t eat,
UT052-1,качмы : качдымы,,kɑt͡ɕ-mə : kɑt͡ɕ-təmə,eat-PTCP.PASS : eat-PTCP.NEG,eaten : uneaten,
UT052-2,яратымаш : яратыдымаш,,jɑrɑtə-mɑʃ : jɑrɑtə-dəmɑʃ,love-NMLZ : love-NMLZ.NEG,love : lack of love,
UT053-1,качдымы,kɑt͡ɕ-təmə,kɑt͡ɕ-təmə,eat-PTCP.NEG,uneaten,
UT053-2,налде,nɑl-de,nɑl-de,take-CVB.NEG,without taking,
