ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT003-1,сёрмадса сёрмать,s'ormad-sa s'orma-t',s'ormad-sa	s'orma-t',write-PRS.1SG>3SG	letter-DEF.GEN,I will write the letter,
UT003-2,сёрмадсайне сёрматнень,s'ormad-sajn'ä s'orma-t'-n'ǝ-ń,s'ormad-sajn'ä	s'orma-t'-n'ǝ-ń,write-PRS.1SG>3PL	letter-PL-DEF-GEN,I will write the letters,
UT005,стака шиста,para ši-sta,para	ši-sta,hard	day-ELA,on a hard day,
UT006,Сон эсон учи,son e-sǝ-n uč-i,son	e-sǝ-n	uč-i,3SG	PP-INE-POSS.1SG	wait-PRS.3SG,s/he is waiting for me,
UT007,Мон ванан лангозонза,mon van-an langǝ-zǝ-nza,mon	van-an	langǝ-zǝ-nza,1SG	look-PRS.1SG	on-ILL-POSS.3SG,I am looking at her/him,
UT008,Сон вдруг лоткась куду ардомстонза,son vdrug lotka-s' kud-u ardǝ-mstǝ-nza,son	vdrug	lotka-s'	kud-u	ardǝ-mstǝ-nza,3SG	suddenly	stop-PST1.3SG	home-LAT	drive-GER-POSS.3SG,S/he suddenly stopped while he was driving home,
UT009,"Ся книгась тейне питни, рамамстонза васедихтень тонь","s'ä kn'iga-s' t'ejn'ä pit'n'i, rama-mstǝ-nza vas'ǝd'-iJt'än' ton'","s'ä kn'iga-s'	t'ejn'ä pit'n'i,	rama-mstǝ-nza	vas'ǝd'-iJt'än'	ton'",this	book-DEF.NOM	1SG.DAT	expensive	buy-GER-POSS.3SG	meet-PST1.1SG>2SG,"this book is dear to me, I met you while I was buying it",
UT013-1,Мон тунь ошу,mon tun' ošu,mon tu-n' oš-u,1SG.NOM leave-PST1.1SG city-LAT,I left to the city,
UT013-2,Тейне тумаль ошу,t'ejn'ä tu-ma-l' oš-u,t'ejn'ä tu-ma-l' oš-u,1SG.DAT leave-INF/PTCP-PST2.3SG city-LAT,I had to leave for the city,
UT014,алясь няезе офтть да тусь ласькозь,al'ä-s' n'äjǝ-z'ä oft-t' da tu-s' las'kǝ-z',al'ä-s'	n'äjǝ-z'ä	oft-t'	da	tu-s'	las'kǝ-z',man-DEF.NOM	see-PST1.3SG>3SG	bear-DEF.GEN	and	go-PST1.3SG	run-GER,the man saw the bear and went (away) running,
