ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT003-1,koðaɁakəińə,,koða-Ɂa-kəińə,kill-AOR-1SG.DU.OBC,I killed both,Beáta Wagner-Nagy (p.c. 2020)
UT003-2,koðaɁańə,,koða-Ɂa-ńə,kill-AOR-1SG.PL.OBC,I killed them,Beáta Wagner-Nagy (p.c. 2020)
UT004-1,aniɁkagəj makəj,,aniɁka-gəj	ma-kəj,big-DU tent-DU,two big tents,Wagner-Nagy 2018:309
UT004-2,aniɁkaiɁ maðuɁ ŋuaɁ,,aniɁka-iɁ	mað-uɁ	ŋua-Ɂ,big-GEN.PL	tent-GEN.PL	door,the doors of the big tents,Wagner-Nagy 2018:309
UT008,təmuŋku büütündə bəńďəɁ ŋəməkiɁəɁ,,təmuŋku	büü-tü-ndə	bəńďə-Ɂ	ŋəmə-ki-Ɂə-Ɂ,mouse.GEN       go-ACT-LAT        all-PL        eat-RES-AOR-3PL,"When/While the mouse is going out, all of them started to eat",Wagner-Nagy 2018:438
UT012,əmə bɨnɨmənɨ bakaðəərə huanəɁ,,əmə bɨnɨ-mənɨ bakaðəə-rə huan-ə-Ɂ,this.GEN rope-PROL neck-2SGPOSS put.into-EP-IMP.2SG,Put your neck into this rope,Wagner-Nagy 2018:195
UT016,küði͡atuďa hiritəmɨŋhi͡antɨ čai,,küði͡atuďa	hiri-tə-mɨŋhi͡a-ntɨ	čai,in.themorning cook-IPFV-HAB-AOR.3SG tea.R.ACC,S/he usually makes tea in the morning,Wagner-Nagy 2018:535
UT017,büüďa : büüɁnarsa,,büü-ďa	:	büü-Ɂnar-sa,go.away-INF : go.away-FRQ-INF,go away : go away more than once,Wagner-Nagy 2018:534
UT020,tǝuɁkiɁinǝ / tǝuɁkiɁǝm Dud'inka d'a,,tǝu-Ɂki-Ɂi-nǝ	/	tǝu-Ɂki-Ɂǝ-m	Dud'inka	d'a,fly-RES-AOR.RFL-1SG.RFL        /        fly-RES-AOR-1SG        Dudinka.R.GEN       ALL,I'm just flying to Dudinka,Wagner-Nagy 2018:238
UT021,sɨtɨ bǝðürbüǝ ńemɨnǝ sǝd'ǝǝmǝnu kontud'üǝd'ǝǝ,,sɨtɨ	bǝðürbüǝ	ńemɨ-nǝ	sǝd'ǝǝ-mǝnu	kontu-d'üǝd'ǝǝ,s/he        dead.man.ACC        mother-GEN.1SGPOSS        way-PROL        carry-PPF.3SG,He had carried a dead body across my morther's way,Wagner-Nagy 2018:237
UT022,munugǝtu :  ńigǝti̮ munǝˀ,,munu-gǝ-tu	:	ńi-gǝ-ti̮	munǝ-ˀ,say-ITER-PRS.3SG	:	NEG-ITER-PRS.3SG	say-CNG,(S)he regularly says : (S)he doesn't (regularly) say,Beáta Wagner-Nagy (p.c. 2020)
UT023,ńisɨðǝŋ maagǝlʲičǝ kuniɁi͡aigǝlʲiči mɨǝɁ,,ńi-sɨðǝ-ŋ	maa-gǝlʲičǝ	kuniɁi͡ai-gǝlʲiči	mɨǝ-Ɂ,NEG.AUX-FUT-2SG	what-EMPH	how-EMPH	do-CNG,You will not do anything,Wagner-Nagy 2018:408
UT025,əiɁ kəməbaam tənə kəməbaam,,əiɁ kəmə-baa-m tənə kəmə-baa-m,oh catch-OPT-1SG you.ACC catch-OPT-1SG,"If only I could catch, catch you",Wagner-Nagy 2018:247
UT027,mɨŋ ŋəməɁkəsuə ihünüɁ ńaagəiɁ kuntubaaðəińüɁ,,mɨŋ	ŋəmə-Ɂkə-suə	i-hü-nüɁ	ńaagəi-Ɂ	kuntu-baaðəi-ńüɁ,we eat-RES-PST.3SG be-COND-OBL.1PLPOSS good-ADV sleep-IRR.RFL-1PL.RFL,"If we had eaten, we would have slept well",Wagner-Nagy 2018:256
UT028,horətə ńisʲa kačəməruɁ əməɁ kalʲininüɁ bəŋkuraiɁmənu čentɨrɨgəbsɨðəŋ bitiðičə …,,horə-tə	ńi-sʲa	kačəmə-ru-Ɂ	əmə-Ɂ	kalʲin-i-nüɁ	bəŋku-rai-Ɂmənu	čentɨ-rɨ-gə-bsɨðə-ŋ	bitið-i-čə	…,face-LAT	NEG.AUX-INF	see-PASS-CNG	this-PL	armpit-EP-GEN.PL.1PLPOSS	deepening-LIM-PROL.PL	be.ready-CAUS-ITER-NEC-2SG	arrow-EP-ACC.PL.2SGPOSS,"You should prepare your arrows under my armpit, so that they won't see your face …",Wagner-Nagy 2018:257
