ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT002-1,nämä jäi,,nämä	jä-i,3PL	stay-PST.3SG,they stayed,
UT002-2,kai külä kerävütt'ih,,kai külä kerävü-tt'ih,all	village	gather-PASS.PST,all village gathered,Ojansuu et al. 1934: 277
UT004,vahnas kodiš,,vahna-s	kodi-š,old-INE	house-INE,in an old house,
UT005,vahnan akanke,,vahna-n	aka-nke,old-GEN	woman-COM,with an old woman,
UT007,se oli voinad vaste,,se	ol-i	voina-d	vaste,it	be-PST.3SG	war-PRT	before,it was before the war,
UT008,Kevädeл лumen lähtedüi peлdod kuivetah,,Keväde-л	лume-n	lähte-düi	peлdo-d	kuive-tah,spring-ADE	snow-GEN	go-PASS.PST.PTCP.PRT	field-PL	dry-PASS.PRS,In the spring after snow is gone the fields are dried,Ojansuu et al. 1934: 281
UT011-1,lämbitän külün,,lämbitä-n	külü-n,heat-1SG	sauna-GEN,I heat the sauna,
UT011-2,lämbitänn külüd,,lämbitän-n	külü-d,heat-1SG	sauna-PRT,I'm heating the sauna,
UT012-1,Luge kird´!,,Luge	kird´!,read.IMP.2SG	book.NOM,Read the book!,
UT012-2,Ela ~ Ala ~ Älä luge kird´ad!,,Ela~Ala~Älä	luge	kird´a-d!,NEG.IMP.2SG	read.IMP.2SG	book-PRT,Don't read the book!,
UT013,Mečäs kazvau mard´ioi,,Mečä-s	kazvau	mard´ioi,forest-INE	grow.3SG	berry.PL.PRT,There are berries growing in the forest,
UT014,"muamah ottau лapsen pätšiл, andau buabaлe",,"muamah	ottau	лapse-n	pätši-л,	andau	buaba-лe",mother	take.3SG	child-GEN	stove-ADE/ABL	give.3SG	midwife-ALL,Mother takes the child from top of the (Russian) stove and gives to the midwife,Ojansuu et al. 1934: 280
UT017-1,kärbäižed lendeltäh,,kärbäiže-d	lende-ltäh,fly-PL	fly-FRQ.PASS.PRS,flies are flying (around),Kujola 1944: 199
UT017-2,haikosteltaze,,haikosteltaze,,to yawn (continually),Kujola 1944: 59
