ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT004,šomilla päivillä,,šom-i-lla	päiv-i-llä,beautiful-PL-ADE	day-PL-ADE,on beautiful days,Irina Novak (p.c. 2019)
UT007,hänellä varoin,,häne-llä	varoin,3SG-ADE/ALL	for,for him/her,Irina Novak (p.c. 2019)
UT008,Tuaton tullešša kodih,,Tuato-n	tullešša	kodi-h,father-GEN	come.CVB	home-ILL,When father came home...,Irina Novak (p.c. 2019)
UT011-1,Mie luven tädä kniiguoi,,Mie	luve-n	tä-dä	kniiguoi,1SG	read-1SG	this-PRT	book.PRT,I am reading this book,Irina Novak (p.c. 2019)
UT011-2,Mie luvin tämän kniigan,,Mie	luv-i-n	tämä-n	kniiga-n,1SG	read-PST-1SG	this-GEN	book-GEN,I read this book,Irina Novak (p.c. 2019)
UT012,Luve tämä kniiga!,,Luve	tämä	kniiga!,read.IMP.2SG	this.NOM	book.NOM,Read this book!,Irina Novak (p.c. 2019)
UT013-1,Stolalla on leibiä,,Stola-lla	on	leibiä,table-ADE	be.3SG	bread.PRT,There is some bread on the table,Irina Novak (p.c. 2019)
UT013-2,Leibä on magie,,Leibä	on	magie,bread.NOM	be.3SG	sweet,The bread is sweet,Irina Novak (p.c. 2019)
UT014,hüö otettih kartohkat i kuattih karžinah,,hüö	otettih	kartohka-t	i	kuattih	karžinah,3PL	take-IPS.PST	potato-PL	and	pour-IPS.PST	basket-ILL,They took the potatoes and poured it into the basket,Irina Novak (p.c. 2019)
UT017-1,lendöy,,lendöy,fly.3SG,s/he is flying,Irina Novak (p.c. 2019)
UT017-2,lendelöy,,lendelöy,fly.FRQ.3SG,s/he is flying around,Irina Novak (p.c. 2019)
UT018,Olen lugomašša,,Ole-n	lugo-ma-šša,be-1SG	read-SUP-INE,I am reading,Irina Novak (p.c. 2019)
UT019,Mie oššan leibiä huomena,,Mie	ošša-n	leibiä	huomena,1SG	buy-PRS.1SG	bread.PRT	tomorrow,I'll buy (some) bread tomorrow,Irina Novak (p.c. 2019)
UT026,Mie kaččozin tädä fil´mua,,Mie	kaččo-zi-n	tä-dä	fil´mu-a,1SG	watch-COND-1SG	this-PRT	movie-PRT,I would watch this movie,Irina Novak (p.c. 2019)
UT027,"Mie olizin tullun šiun luokši, kuin olizin ollun linnašša",,"Mie	oli-zi-n	tul-lun	šiu-n	luokši,	kuin	oli-zi-n	ol-lun	linna-šša",1SG be-COND-1SG come-ACT.PST.PTCP 2SG-GEN to if be-COND-1SG be-ACT.PST.PTCP town-INE,I would have come to your place if I would have been in town,Irina Novak (p.c. 2019)
UT029,Hiän andannou šiula hyvän neuvon,,Hiän	anda-nnou	šiu-la	hyvä-n	neuvo-n,3SG	give-POT.3SG	2SG-ADE/ALL	good-GEN	advice-GEN,S/he might give you good advice,Irina Novak (p.c. 2019)
UT031,Tulgah hiän huomena,,Tul-gah	hiän	huomena,come-JUSS.3SG	3SG	tomorrow,Let him/her come tomorrow,Irina Novak (p.c. 2019)
UT038,Vanhemmat eletäh kyläššä,,Vanhemmat	ele-täh	kylä-ššä,partents	live-IPS.PRS	village-INE,The parents are living in a village,Irina Novak (p.c. 2019)
UT040,Mualla elät muan tavalla,,Mua-lla	elä-t	mua-n	tavalla,land-ADE	live-2SG	land-GEN	according,In a land one lives according to the land's customs,Irina Novak (p.c. 2019)
