ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT002,Ne yritti yhdistää sulle,,Ne yritt-i yhdistä-ä su-lle,they try-PST.3SG connect-INF1 you-ALL,they tried to connect you,Hakulinen et al. 2004: § 1282
UT004,keltaisessa kassissa,,keltaise-ssa	kassi-ssa,yellow-INE bag-INE,in a yellow bag,
UT008,Pekan herätessä Liisa lähtee töihin,,Peka-n herät-e-ssä Liisa lähte-e tö-i-hin,Pekka-GEN wake-CVB-INE Liisa go-3SG work-PL-ILL,When Pekka wakes up Liisa goes to work,
UT011-1,Anne osti polkupyörän,,Anne	ost-i	polkupyörä-n,Anne	buy-PST.3SG	bicycle-GEN,Anne bought a bicycle,
UT011-2,Anne oli ostamassa polkupyörää,,Anne	ol-i	osta-ma-ssa	polkupyörä-ä,Anne be-PST.3SG buy-INF2-INE bicycle-PRT,Anne was buying a bicycle,
UT012-1,Ota avain!,,Ota	avain!,take.IMP.2SG	key.NOM,Take the key!,
UT012-2,Älä ota avainta!,,Älä	ota	avain-ta!,NEG.IMP.2SG	take.IMP	key-PRT,Don't take the key!,
UT013-1,Pöydällä on leipä,,Pöydä-llä	on	leipä,table-ADE	be.3SG	bread.NOM,There is (a loaf of) bread on the table,
UT013-2,Pöydällä on leipää,,Pöydä-llä	on	leipä-ä,table-ADE	be.3SG	bread-PRT,There is some bread on the table,
UT014,Varas löi naista ja juoksi pois,,Varas	lö-i	nais-ta	ja	juoks-i	pois,thief hit-PST.3SG woman-PRT and run-PST.3SG away,The thief hit the woman and ran away,
UT017-1,lentää,,lentä-ä,fly-INF1,to fly,
UT017-2,lennellä,,lenn-el-lä,Fly-FRQ-INF1,to fly around,
UT018,Olen kirjoittamassa pientä artikkelia,,Ole-n kirjoitta-ma-ssa pien-tä artikkeli-a,be-1SG write-INF2-INE small-PRT article-PRT,I am writing a small article,
UT019,Ensi kesänä minä uin,,Ensi	kesä-nä	minä	ui-n,next	summer-ESS	1SG	swim-1SG,Next summer I will swim,
UT020,Juna on lähtemässä,,Juna	on	lähte-mä-ssä,train be.3SG leave-INF2-INE,The train is about to leave,
UT021,"Kun saavuin, hän oli jo lähtenyt",,Kun saavu-i-n hän ol-i jo lähte-nyt,when arrive-PST-1SG 3SG be-PST.3SG already leave-ACT.PST.PTCP.SG,"When I arrived, s/he had already left",
UT026,"Lukisin kirjan, jos minulla olisi aikaa",,Luk-isi-n kirja-n jos minu-lla ol-isi aika-a,read-COND-1SG	book-GEN	if	1SG-ADE	be-COND.3SG	time-PRT,I would read a book if I had the time,
UT027,"Jos olisit leiponut kakun, söisin sen",,Jos ol-isi-t leipo-nut kaku-n sö-isi-n se-n,if	be-COND-2SG	bake-ACT.PST.PTCP	cake-GEN	eat-COND-1SG	it-GEN,"If you had baked a cake, I would eat it",
UT029,Asia ratkennee huomenna,,Asia ratke-nne-e huomenna,thing resolve-POT-3SG tomorrow,The thing should be resolved tomorrow,
UT031,hän tulkoon,,hän	tul-koon,3SG	come-JUSS.3SG,Let him/her come!,
UT200,Väittävät hänen olevan fiksu,,Väittä-vät	häne-n	ole-va-n	fiksu,claim-3PL	3SG-GEN	be-ACT.PRS.PTCP-GEN	smart,It is claimed that s/he is smart,
UT043,Lähden Unkariin oppimaan unkarin kieltä,,Lähde-n	Unkari-in	oppi-ma-an	unkari-n	kiel-tä,go-1SG Hungary-ILL learn-INF2-ILL Hungarian-GEN language-PRT,I go to Hungary in order to learn the Hungarian language,
UT044,Sataa,,Sataa,rain.3SG,It is raining,
UT045,Hän on opettaja,,Hän	on	opettaja,3SG	be.3SG	teacher,S/he is a teacher,
