ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT001,Måj låhkin,,Måj	låhkin,1DU.NOM	read.DU.PRS,We read,
UT002,Bárne låhkåba,,Bárne	låhkåba,boy.NOM.PL	read.3DU.PRS,The boys read,
UT007,Mån manniv iedne lusi,,Mån	manniv	iedne	lusi,1SG.NOM	go.1SG.PST	mother.GEN	to,I went to my mother,
UT014,"Gå Herodes Jesusav vuojnij, de sälldát ávvusij",,"Gå	Herodes	Jesusav	vuojnij,	de	sälldát	ávvusij",when	Herod.NOM.SG	Jesus.ACC.SG	see.3SG.PST	then	greatly	rejoice.3SG.PST,"When Herodᵢ saw Jesus, heᵢ was greatly pleased","Åt, Luke 23:8"
UT017,gähttjaladdat,,gähttjal-addat,try-FRQ,try (repeatedly),
UT018,Mån lav låhkåmin,,Mån	lav	låhkåmin,1SG.NOM	be.1SG.PRS	read.PROG,I am reading,
UT019,Mån boadáv idet,,Mån	boadáv	idet,1SG.NOM	come.1SG.PRS	tomorrow,I come tomorrow,
UT021,"Gå båhtiv, dat lij juo vuolggám",,"Gå	båhtiv,	dat	lij	juo	vuolggám",when	come.1SG.PST	DEM.NOM.SG	be.3SG.PST	already	leave.PRF,"When I came, s/he had already left",
UT023-1,Iv lågå,,Iv	lågå,NEG.1SG.PRS	read.CNG,I do not read,
UT023-2,Ittjiv lågå,,Ittjiv	lågå,NEG.1SG.PST	read.CNG,I did not read,
UT027,Jus luluj dán ednamin de ij lulu ga härrán,,Jus	luluj	dán	ednamin	de	ij	lulu	ga	härrán,if	be.COND.3SG	DEM.PROX.GEN	earth.INE.SG	then	NEG.3SG.PRS	be.COND.CNG	even	priest.ESS,"If he were here on earth, he would not even be a priest","Åt, Heb 8:4"
UT029,Tjálisj má,,Tjálisj	má,write.POT.3SG	surely,S/he's probably writing,Spiik 1989:106
UT031,Båhtus duv rijkka,,Båhtus	duv	rijkka,come.IMPII.3SG	2SG.GEN	kingdom.NOM.SG,Thy kingdom come,"Åt, Matt 6:10"
UT039,"Jávlli, ahte länsska l jábmám",,"Jávlli,	ahte	länsska	l	jábmám",say.3PL.PRS	that	sheriff.NOM.SG	be.3SG.PRS	die.PRF,It's said (lit. they say) that the sherrif has died,Wiklund 1915:63
UT040,"Gå dåhku boadá, de jávrev vuojná",,"Gå	dåhku	boadá,	de	jávrev	vuojná",when	there	come.2SG.PRS	then	lake.ACC.SG	see.2SG.PRS,"When you get there, you see the lake",Wiklund 1915:63
UT043,Boade bårråt!,,Boade	bårråt!,come.2SG.IMPI	eat.INF,Come and eat!,Wiklund 1915:116
UT044,De rássjot,,De	rássjot,then	rain.3SG.PRS,It's raining now,Spiik 1989:96
UT045,Sån la skåvlik,,Sån	la	skåvlik,3SG.NOM	be.3SG.PRS	teacher.NOM.SG,S/he is a teacher,
UT046,Sån lij skåvlik,,Sån	lij	skåvlik,3SG.NOM	be.3SG.PST	teacher.NOM.SG,S/he was a teacher,
UT050-1,Mån lågåv,,Mån	lågåv,1SG.NOM	read.1SG.PRS,I read,
UT050-2,Mån iv lågå,,Mån	iv	lågå,1SG.NOM	NEG.1SG	read.CNG,I don't read,
UT053,bårådak ~ båråk,,bårå-dak	~	bårå-k,eat-ABE,without eating,
UT055,låhkke mánná,,låhkke	mánná,read.PTCP.PRS	child.NOM.SG,reading child,Spiik 1989:42
UT063-1,vuojnnem,,vuojnnem,see.NMLZ,sight,Wiklund 1915:116
UT063-2,munnu vuojnnem álldo,,munnu	vuojnnem	álldo,1DU.GEN	see.PTCP	female.reindeer.NOM.SG,the female reindeer seen by us,Wiklund 1915:116
UT064-1,låhkke,,låhkke,,reader,Spiik 1989:42
UT064-2,låhkke mánná,,låhkke	mánná,read.PRS.PTCP	child.NOM.SG,a/the reading child,Spiik 1989:43
UT067,Ale vuoras ålmmåj garra bágoj håla,,Ale	vuoras	ålmmåj	garra	bágoj	håla,NEG.IMP.2SG	old	man.ILL.SG	hard	word.COM.PL	talk.CNG,Rebuke not an elder (lit. Do not say harsh words to an elder),"Åt, 1 Tim 5:1"
UT073,Bijla li ruoppsada,,Bijla	li	ruoppsada,car.NOM.PL	be.3PL.PRS	red.NOM.PL,The cars are red,
UT074,tjábbe : tjáppep : tjáppemus,,tjábbe	:	tjáppe-p	:	tjáppe-mus,beautiful	:	beautiful-COMP	:	beautiful-SPRL,beautiful : more beautiful : the most beautiful,
UT075-1,duogenam,,duogen-am,behind-1SG,behind me,
UT075-2,duogenihtte,,duogen-ihtte,behind-2DU,behind you two,
UT075-3,duogenisá,,duogen-isá,behind-3PL,behind them,
UT076,duohkáj : duoges :duogen,,duohkáj	:	duoges	:duogen,,(to) behind : (from) behind : (in) behind,
UT079,gålmmå bárne,,gålmmå	bárne,three.NOM.SG	boy.GEN.SG,three boys,Wiklund 1915:41
UT080,oastáv guokta guole,,oastáv	guokta	guole,buy.1SG.PRS	two.GEN.SG	fish.GEN.SG,I buy two fishes (lit. fish),
UT084-1,lávkadak ~ lávkak,,lávka-dak	~	lávka-k,bag-ABE	~	bag-ABE,without bag,
UT084-2,bednagahtá,,bednaga-htá,dog-ABE,without dog,
UT086,váttsáv huodnahij,,váttsáv	huodnah-ij,walk.1SG	house-ILL.SG,I walk to a/the house,
UT087,lev huodnahin,,le-v	huodnah-in,be-1SG	house-INE.SG,I am in a/the house,
UT088,boadáv huodnahis,,boadáv	huodnah-is,come.1SG.PRS	house-ELA.SG,I come from a/the house,
UT093-1,bastijn,,basti-jn,spoon-COM,with a spoon,
UT093-2,mánájn,,máná-jn,child-COM,with a child,
UT095,Ja härrá jalá låhkkår lij skåvligin,,Ja	härrá	jalá	låhkkår	lij	skåvlig-in,and	priest.NOM.SG	or	sexton.NOM.SG	be.3SG.PST	teacher-ESS,And the priest or the sexton functioned as teacher,Pirak 1993:29
UT103-1,vuojnniv oappám iektu,,vuojnniv	oappá-m	iektu,see.1SG.PST	sister.ACC.SG-POSS.1SG	yesterday,I saw my sister yesterday,
UT103-2,vuojnniv oappájdam iektu,,vuojnniv	oappájd-am	iektu,see.1SG.PST	sister.ACC.PL-POSS.1SG	yesterday,I saw my sisters yesterday,
UT109,dat,,dat,3SG.NOM.SG,"s/he, it",
UT111,muorajs,,muora-j-s,tree-PL-ELA,from the trees,
UT112-1,änoj,,,,mother's brother,
UT112-2,tjiehtje,,,,father's younger brother,
UT112-3,iehke,,,,father's older brother,
UT113-1,goasske,,,,mother’s older sister,
UT113-2,muohtá,,,,mother’s younger sister,
UT113-3,iehke,,,,father’s older brother,
UT113-4,tjiehtje,,,,father’s younger brother,
UT114-1,nuorra : vuoras,,,,young : old (animate),
UT114-2,ådås : oames,,,,new : old (inanimate),
UT116-1,muorra ,,,tree.NOM.SG,,
UT116-2,muora ,,,tree.GEN.SG,,
UT117-1,varra ,varra,,,blood,
UT117-2,várra ,va:rra,,,caution,
UT118-1,guolasj,kuolaʃ,,testicle.DIM,small testicle,
UT118-2,guolásj,kuola:ʃ,,fish.DIM,small fish,
UT119-1,biesse ,piessie,,,nest,
UT119-2,bies'se ,pies:sie,,,birch bark,
UT120-1,biesse ,piessie,,,nest,
UT120-2,bies'se ,pies:sie,,,birch bark,
UT121,siesstet ,sies:.tiet,,,save,
UT122,mannat ,ˈman.nat,,go.INF,,
UT124,-goahtet,-'koahtiet,,,,
UT125-1,mannat ,ˈman.nat,,go.INF,,
UT125-2,mannaba ,ˈman.na.pa,,go.3DU.PRS,,
UT125-3,mannabihtte ,ˈman.na.ˌpih:.tie,,go.2DU.PRS,,
UT132,guolle ,kuollie,,,fish,
UT141,sjnjierrá ,ʃɲierrá,,,mouse,
UT142,biejste ,piej.stie,,devastate.CNG,,
UT143-1,tjavelk ,tjavelk,,,ridge,
UT143-2,muorajs,muora-js,,tree-ELA.PL,,
