ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT002,pajattavad nuor vätši venäissi,,pajatta-vad	nuor	vätši	venäi-ssi,talk-3PL	young	people	Russian-TRA,Youth speaks in Russian,
UT004,vanoiz kotoiz,,vano-i-z	koto-i-z,old-PL-INE	house-PL-INE,in old houses,
UT005,suurõ koiraka,,suurõ	koira-ka,big.GEN	dog-COM,with a big dog,
UT007,lehmiä vart tehhä einä,,lehm-i-ä	vart	tehhä	einä,cow-PL-PRT	for	make.PASS.PRS	hay.PRT,Hay is made for the cows,
UT011-1,õsan leivä,,õsa-n	leivä,buy-1SG	bread.GEN,I'll buy (the) bread,
UT011-2,õsan leipä,,õsa-n	leipä,buy-1SG	bread.PRT,I'll buy some bread,
UT012-1,paa leip kappii,,paa	leip	kappii,put.IMP.2SG	bread.NOM	cupboard.ILL,Put the bread in the cupboard,
UT012-2,elä paa leipä kappii,,elä	paa	leipä	kappii,IMP.NEG.2SG	put.IMP.2SG	bread.PRT	cupboard.ILL,Do not put bread in the cupboard,
UT013-1,vesi on stokanaz,,vesi	on	stokana-z,water	be.3SG	glass-INE,The water is in the glass,
UT013-2,stokanaz on vette,,stokana-z	on	vette,glass-INE	be.3SG	water.PRT,There is some water in the glass,
UT014,poikõ võtti naizõ i meni vällä,,poikõ	võtt-i	naizõ	i	men-i	vällä,son	take-PST.3SG	woman.GEN	and	go-PST.3SG	out,(My) son married and moved out,
UT017,pääsko lenteleb,,pääsko	lent-ele-b,swallow	fly-FRQ-3SG,the swallow is flying around,
UT018,müü õlim viinaa õssamaz,,müü	õl-i-m	viinaa	õssa-ma-z,1PL	be-PST-1PL	vodka.PRT	buy-SUP-INE,we were buying vodka,
UT019,taattõ tuub kotto,,taattõ	tuu-b	kotto,father	come-3SG	home.ILL,(My) father will come home,
UT020-1,taita dääd om menemiziill,,taita	dääd	om	mene-mizii-ll,probably	uncle	be.3SG	go-NMLZ-ADE,Uncle is probably about to die,VKS
UT020-2,mil on lõppumizõllaa kõiɢ ev̆vääᴅ,,mi-l	on	lõppu-mizõ-llaa	kõiɢ	ev̆vää-ᴅ,1SG-ADE	be.3SG	end-NMLZ-ADE	all	food-PL,I'm running out of food,
UT021,miä õlin kõvassi nältšinnü,,miä	õl-i-n	kõvassi	nältši-nnü,1SG	be-PST-1SG	strongly	starve-ACT.PST.PTCP,I had become very hungry,
UT026,"miä õllõizin vapa, ku tämä meeb vällä",,"miä	õllõ-izi-n	vapa,	ku	tämä	mee-b	vällä",1SG	be-COND-1SG	free	when	3SG	go-3SG	out,I would be free when s/he goes away,
