ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT001-1,Moai Máhtiin vulge gávpái,,Moai	Máhtiin	vulge	gávpái,1DU	Matthew.COM	leave.1DU	store.ILL,Me and Matthew are going to the store,
UT001-2,Boahtibeahttigo doai Iŋggáin fárrui?,,Boahtibeahttigo	doai	Iŋggáin	fárrui?,come.2DU.Q	2DU	Ingá.COM	along,Are you and Iŋgá coming along?,
UT005,dán buori biillas,,dán	buori	biillas,this.GENACC	good.GENACC	car.LOC,in this good car,
UT007,Kás'sa lea beavddi vuolde,,Kás'sa	lea	beavddi	vuolde,box	be.3SG	table.GEN	under.LOC,The box is under the table,
UT008,Máreha boađedettiin,,Máreha	boađedettiin,Máret.GENACC	come.CVB,when Máret came,
UT017-1,láhppit > láhpadit,,láhppit > láhp-ad-it,,lose > lose (many objects),Sammallahti 1998: 92
UT017-2,čohkánit > čohkánaddat,,čohkánit	>	čohkán-adda-t,,sit down > sit down (of many),Sammallahti 1998: 92
UT017-3,báhčit > báhčalit,,báhčit	>	báhč-al-it,,shoot > shoot (many times),Sammallahti 1998: 92
UT018,Piera lea ~ lei juhkamin vuola,,Piera	lea	~	le-i	juhka-min	vuola,Piera	be.3SG	~	be-PST.3SG	drink-ACTESS	beer.GENACC,Piera is ~ was drinking beer,
UT019-1,"Mun vuoššan gáfe, jugažehpet dahje ehpet",,"Mun	vuoššan	gáfe,	jugažehpet	dahje	ehpet",1SG	cook.1SG	coffee.GEN	drink.DUB.2PL	or	NEG.2PL,"I will cook coffee, no matter whether you (pl.) will drink it or not",Aikio 2009: 134
UT019-2,Máhtte boahtá vahku geažes,,Máhtte	boahtá	vahku	geažes,Matthew	come.3SG	week.GEN	in,Matthew will come in a week,Aikio 2009: 168
UT020,Toga lea (aiddo) vuolgimin,,Toga	lea	(aiddo)	vuolgi-min,train	be.3SG	(just)	leave-PROG,The train is about to leave,
UT021,leimme geahččan,,le-imme geahčča-n,be-PST.1DU	watch-PST.PTCP,we two had watched,
UT026,Dasgo jos muhtun makedonialaččat boađášedje mu fárus,,Dasgo	jos	muhtun	makedonia-lačča-t	boađá-š-edje	mu	fárus,for	if	some	Macedonia-ADJ-PL	come-COND-3PL	1SG.GENACC	with,For if any Macedonians come with me […],
UT027,"Livččiime vuolgán gávpogii, jos ii livčče arván",,,be.1DU.COND leave.PST.PTCP city.ILL if NEG.3SG be.COND.CNG rain.PST.PTCP,We	would	have	gone	to	the	city	if	it	had	not	rained,
UT029,Niillas leažžá boahtime,,Niillas	leažžá	boahti-me,Niillas	be.POT.3SG	come-PROG,Niillas might be coming,Sammallahti 2005: 145
UT031,Vulgos Máhtte baicce,,Vulgos	Máhtte	baicce,leave.IMP.3SG	Matthew	instead,Let Matthew go instead,
UT039,Norggas borret ollu guoli,,Norggas	borret	ollu	guoli,Norway.LOC	eat.3PL	much	fish.GENACC,People eat a lot of fish in Norway,
UT040,"Go gealat bániid guktii jándoris, dat váikkuha dearvvašvuhtii máŋgga ládje",,"Go	gealat	bániid	guktii	jándoris,	dat	váikkuha	dearvvašvuhtii	máŋgga	ládje",when	brush.2SG	tooth.PL.GENACC	twice	day.LOC	it	affect.3SG	health.ILL	many.GENACC	in.a.way,"When you brush / one brushes teeth twice a day, it has many health effects",
UT042-1,Sivvadit johtit!,,Sivvadit	johti-t!,carefully	travel-INF,Go carefully!,
UT042-2,Ii doarrut!,,Ii	doarru-t!,NEG.3SG	quarrel-INF,Do not quarrel!,
UT043,Mun vuolggán Ungárii oahppat ungáragiela,,Mun	vuolggán	Ungárii	oahppat	ungáragiela,1SG	leave.1SG	Hungary.ILL	learn.INF	Hungarian.GENACC,I am going to Hungary to learn Hungarian,
UT044,Arvá,,Arvá,rain.3SG,It’s raining,
UT045,Ruoksat lea mu fávorihttaivdni,,Ruoksat	lea	mu	fávorihttaivdni,red(.NOM)	be.3SG	1SG.GEN	favorite.color,Red is my favorite color,
UT046,Máret lei ikte buohcci,,Máret	lei	ikte	buohcci,Máret.NOM	be.PST.3SG	yesterday	sick,Máret was sick yesterday,
UT048-1,Ánná ja Piera,,Ánná ja Piera,,Ánná and Piera,
