ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT001,jägǝ=püwii parǝwlǝsgǝ,,jägǝ=püw-ii	parǝwl-ǝs-gǝ,brother-DU	jump-PST-3DU,his two brothers were jumping,
UT003,"toorǝmmǝ koot kontiilǝm, pöälisåågriilǝm",,"toorǝm-mǝ	koot	kont-iilǝm,	pöäli-såågriilǝm",God-ACC	when	find-PRS.SG>1SG	half-beat-	PRS.SG>1SG,"when I find god, I will beat him to pieces",
UT005,jäni kwältnǝ,,jäni	kwäl-t-nǝ,big	house-PL-LOC,in the big houses,
UT007,kol keewǝrt,,kol	keewǝr-t,house	inside-LOC,in the house,
UT010,"jänii lyüüly wöärsǝm, wisy=kommǝ jåt tåtǝslǝm",,"jänii	lyüüly	wöär-s-ǝm,	wisy=kom-mǝ	jåt	tåt-ǝs-lǝm",big	mistake	make-PST-1SG	young=man-ACC	with	bring-PST-SG<1SG,I made a big mistake when I took the boy with me,
UT014,"tolmax nee senktǝs, il xajtǝs",,"tolmax	nee	senktǝ-s,	il	xajtǝ-s",thief	woman	hit-PST.3SG	away	run-PST.3SG,The thief hit the woman and ran away,
UT015,"tolmax neem senktǝstǝ, il xajtǝs",,"tolmax	nee-m	senktǝ-stǝ,	il	xajtǝs",thief	woman-ACC	hit-PST.SG>3SG	away	run-PST.3SG,"The thief hit the woman, and she ran away",
UT017,kårttaxtǝntaat,,kårt-taxtǝnt-aat,sneak-DER-PRS.3PL,they are sneaking around,
UT019,om mõõ=sow kålt kuun mås pägrantaam?,,om	mõõ=sow	kål-t	kuun	mås	pägrant-aam?,1SG	land=dust	middle-LOC	how	until	roll-PRS.1SG,how long will I have to roll in the dust,
UT026-1,tåtiilǝm,,tåtii-lǝm,take-PRS.SG>1SG,I take it there,
UT026-2,tåtniilǝm,,tåt-nii-lǝm,take-COND.PRS-SG>1SG,I would take it there,
UT026-3,tåtsǝmk(äät),,tåt-sǝmk(äät),take-COND.PRT.1SG,If I take/took it there,
UT027,näg tääwǝ kasylääkǝn oolǝk,,näg	tääwǝ	kasyl-ääkǝn	ool-ǝk,2SG	3SG.ACC	notice-ACT.PX.SG>2SG	be-COND.PRT,if you had noticed him,
UT031-1,teeli,,teel-i,be=born-PRS.3SG,it is born,
UT031-2,teelǝ,,teel-ǝ,be=born-,may it be born,
UT032,wojǝng=kar teep=mätǝr isykaam ulkǝ,,wojǝng=kar	tee-p=mätǝr	isykaam	ulkǝ,fat=thing	eat-PTCP=what	have-OPT.1SG	be-OPT.3SG,I wish I had a fat-food eating-dude (child),
UT043,tow minǝsäg jåmǝs uulǝm wöärǝxʷ,,tow	minǝ-sä-g	jåmǝs	uulǝm	wöär-ǝxʷ,there	go-PST.3DU	good	night	make-INF,they went there to say goodbye,
UT046,kʷäl õõwtaal oolǝs,,kʷäl	õõw-taal	ool-ǝs,house	door-CAR	be-PRT.3SG,the house had no door,
UT049-1,öätǝm öätyi,,öätǝm	öätyi,people	is=not,There are no people,
UT049-2,åm ääsyǝm öätyi,,åm	ääsy-ǝm	öätyi,1SG	thing-1SG	is=not,It’s not my busyness,
UT053,sirii=piilytal juuntǝp=tågǝl,,sirii=piily-tal	juuntǝp=tågǝl,sword-punch-CAR	harness=shirt,harness which cannot be punched with a sword,
UT055-1,teep,,tee-p,eat-PTCP.PRS,(who is) eating,
UT055-2,tusyǝp,,tusy-ǝp,stand-PTCP.PRS,(who is) standing,
UT056-1,"S: öätǝm rõõpääm pånlǝ kojtǝl, rõõpääm pum kojtǝl rõõpǝs",,"öätǝm	rõõp-ääm	pånlǝ	kojtǝl,	rõõp-ääm	pum	kojtǝl	rõõp-ǝs","people	fall-PRTC	tree	like,	fall-PTCP	grass	like	fall-PST.3SG","people fell down like a falling tree, like falling grass",
UT056-2,P: ton tirmään syääptǝstǝ äälǝm põnytetääm,,ton	tirmää-n	syääp-tǝs-tǝ	ääl-ǝm	põny-tetää-m,that	prison-LAT	bury-PST.SG>3SG	kill-PTCP	brother-in-law-POSS.SG>3SG-ACC,in that coffin he buried his killed Brother-in-law,
UT057,söät nååti xåjtǝs töältǝng sunt töältään naalǝw råwtxaatsǝt,,söät	nååti	xåjtǝ-s	töält-ǝng	sunt	töält-ään	naalǝw	råwtxaat-s-ǝt,7	female=reindeer	run-PTCP	shore-ADJ	mouth	shore-POSS.SG>3SG.LAT	there	hurry-PST.3PL,they hurried to the harbour of the harbour having river where seven female reindeer had been running,
UT058,owlǝ joxttaal uus teelǝ!,,owl-ǝ	joxt-taal	uus	teel-ǝ!,end-POSS.3SG	come-CAR	town	be=born-OPT.3SG,"may there rise a town, not reaching the end",
UT061-1,uulmii xojǝs uulmǝng jortǝm,,uulm-ii	xoj-ǝs	uulm-ǝng	jort-ǝm,dream-TRA	sleep-PTCP	dream-ADJ	friend-POSS.1SG,my in-a-dream sleeping partner,
UT061-2,uulmǝng jortǝm uulmii xojǝs,,uulm-ǝng	jort-ǝm	uulm-ii	xoj-ǝs,dream-ADJ	friend-POSS.1SG	dream-TRA	sleep-PST.3SG,my partner slept and had a dream,
UT063-1,kum jåxǝtnǝ pos jimtii,,kum	jåxǝt-nǝ	pos	jimt-ii,husband	come-PTCP	time	come-PRS.3SG,His husband's home-coming time comes,WV III: 77
UT063-2,minǝn öämǝlǝw komǝly öätyi,,min-ǝn	öämǝl-ǝw	komǝly	öätyi,go-PTCP	possibility-POSS.1PL	why	is-not,Why woudn’t we be able to go?,WV II: 275
UT066-1,wity ääjǝn!,,wity	ääjǝn!,water	drink-IMP-2SG,Drink water!,
UT066-2,öänǝm witǝl mäjäälǝn!,,öänǝm	wit-ǝl	mäj-äälǝn!,1SG	water-INS	give-IMP.SG>2SG,Give me water!,
UT068,töärǝ min,,töärǝ	min-,,go through,
UT073,jääpoåm lilǝngäg?,,jääp-oåm	lilǝng-äg?,brother-POSS.DU>1SG	alive-DU,Are my brothers alive?,
UT075,åm poåltǝm,,åm	poålt-ǝm,1SG	by-PX.1SG,by me,
UT080-1,äkʷ kom,,äkʷ	kom,,one man,
UT080-2,kit kom,,kit	kom,,two men,
UT080-3,kurǝm kom,,kurǝm	kom,,three men,
UT084,sowtal,,sow-tal,skin-CAR,"without skin, skinless",
UT086,kʷälnǝ juwtuus,,kʷäl-nǝ	juw-tuu-s,house-LAT	in-come-PRT.3SG,stepped into the house,
UT087,kʷäält wonlii,,kʷääl-t	wonl-ii,house-LOC	sit.PRS.3SG,he sits in the house,
UT088,põõwǝlnǝl joxtii,,põõwǝl-nǝl	joxt-ii,village-ABL	come.PRS.3SG,he comes from the village,
UT093-1,sirǝjǝl sågri,,sirǝj-ǝl	sågr-i,word-INS	strike-PRS.3SG,strikes with a sword’,
