ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT001-1,kat imiɣən jŏɣətɣən,,kat	imi-ɣən	jŏɣət-ɣən,two	woman-DU	arrive-PST.3DU,Two women came,
UT001-2,min jekʌəmən,,min	jek-ʌ-əmən,we_two	dance-PRS-1DU,We two are dancing,
UT002-1,jåɣ wåčnam mənət,,jåɣ	wåč-nam	mən-ət,people.SG	town-APPR	go-PST.3PL,People went to town,
UT002-2,koʌəm imi jŏɣət,,koʌəm	imi	jŏɣət,three	woman	arrive.PST.3SG,Three women came,
UT003-1,sämɣəʌa yʌə moŋətɣəʌa,,säm-ɣəʌ-a	yʌə	moŋət-ɣəʌ-a,eye-DU-2SG	dry.PST-DU-2SG,You dried your eyes,
UT003-2,ma ńewremʌam čeknat änəmtəʌam,,ma	ńewrem-ʌ-am	ček-nat	änəmtə-ʌ-am,I	child-PL-1SG	hard-COM	bring_up-PL-PST.1SG,Bringing up my children went hard,
UT007-1,ńewrem opiʌ jŏta qowəʌʌ,,ńewrem	opi-ʌ	jŏta	qowəʌ-ʌ,child	older_sister-3SG	together	run-PRS.3SG,The child is running together with his/her older sister,
UT007-2,məŋ qănťəɣ såɣit ńăwəmʌəw,,məŋ	qănťəɣ	såɣit	ńăwəm-ʌ-əw,we	Khanty	way	speak-PRS-1PL,We are speaking in Khanty,
UT008,aťemnə wärəm qåt,,aťe-m-nə	wär-əm	qåt,father-1SG-LOC	make-PTCP.PST	house,a house built by father (specifically),
UT014,miša jăqə ʌăŋ panə miləʌ ylə wəj,,miša	jăqə	ʌăŋ	panə	mil-əʌ	ylə	wəj,Misha	in	enter.PST.3SG	and	hat-3SG	off	take.PST.3SG,Misha entered and took his hat off,
UT016-1,ittən wasil’ ikem qåta əkəmtə wär tǒjəw,,ittən	wasil’	ike-m	qåt-a	əkəm-tə	wär	tǒ-jəw,in_the_evening	Vasil	uncle-1SG	house-LAT	gather-PTCP.PRS	thing	have-PST.1PL,In the evening we tend to gather at my uncle Vasil's house,
UT016-2,qăntəq qo ʌita ʌaŋktə wär tăjaʌ,,qăntəq	qo	ʌi-ta	ʌaŋk-tə	wär	tăja-ʌ,Khanty	man	eat-INF	like-PTCP.PRS	thing	have-PRS.3SG,A person likes to eat,
UT017-1,äwət : äwətʌə,,äwət-	:	äwət-ʌə-,,cut : cut (repeatedly),
UT017-2,jast : jastəɣəʌ,,jast-	:	jast-əɣəʌ-,,to say : to talk,
UT017-3,kənč : kənčiʌ,,kənč-	:	kənč-iʌ-,,to search: to search (repeatedly),
UT019,iki ryt wärʌ,,iki	ryt	wär-ʌ,man	boat	make-PRS.3SG,A man is making/will make a boat,
UT042,qŏʌnə Surgut wåča mənta?,,qŏʌnə	Surgut	wåč-a	mən-ta?,how	Surgut	town-LAT	go-INF,How to travel to Surgut?,
