ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT001-1,"kăt weʌpəsχǫ jăχawǫjtansəŋən, …",,"kăt	weʌpəs-χǫ	jăχa-wǫjtan-s-əŋən,	…",two	hunt-man	together-meet-PST-3DU	…,Two hunters met,Rédei 1968: 42
UT001-2,"păʌŋəʌam, păʌŋəʌam, mŭj wersətən?",,"păʌ-ŋəʌam,	păʌ-ŋəʌam,	mŭj	wer-s-ətən?",ear-DU<1SG	ear-DU<1SG	what	do-PST-2DU,"My (two) ears, my (two) ears, what did you do?",HM-O-A 1958: 142
UT002-1,jakχɔtteʌ mir ńăχʌət,,jak-χɔt-teʌ	mir	ńăχ-ʌ-ət,dance-house-full	people.SG	laugh-PRS-3PL,All the people in the house laughed,Rédei 1968: 42
UT002-2,ij kǫr’n̥ kăt xǫ wǫsŋǝn,,ij	kǫr’-n̥	kăt	xǫ	wǫs-ŋǝn,a	village-LOC	two	man	live.PST-3DU,There lived two men in a village,Rédei 1968: 42
UT003-1,"ăsśiśki wǫn̥ʌtǝʌʌe , aśeʌśiśki ʌawǝʌʌǝʌe",,"ăs-śiśki wǫn̥ʌtǝ-ʌ-ʌe, aśeʌ-śiśki ʌawǝʌ-ʌ-ǝʌe",mother-bird	teach-PRS-SG<3SG	father-bird	guard-PRS-SG<3SG,"The mother bird teaches it, the father bird guards it",HM-A-O 1973: 114
UT003-2,tămpŭš nemasija ʌetŏtʌǝmǝn păsana xăjʌǝʌʌam,,tăm-pŭš	nemasija	ʌetŏt-ʌǝmǝn	păsan-a	xăj-ʌ-ǝʌʌam,this-time	deliberately	food-PL<31PL	table-LAT	leave-PRS-PL<1SG,This time I leave our food on the table deliberately,Rédei 1968: 84
UT007,nawrǝmǝs nŭw χŭwat ʌaŋki,,nawrǝmǝ-s	nŭw	χŭwat	ʌaŋki,spring-PST.3SG	branch	along	squirrel,A squirrel sprang along a branch,Rédei 1968: 100
UT008-1,"aśeʌ tăjǝm ʌăχǝr ʌŭweʌa măs, …",,"aśe-ʌ	tăj-ǝm	ʌăχǝr	ʌŭweʌa	mă-s,	…",father-3SG	have-PTCP.PST	armour	3SG.DAT	give-PST.3SG …,He gave him the armour that was owned by his father,Xomljak 2002: 44
UT008-2,χǫ mănǝm χǫjǝŋ sŭŋ kăšti mănʌǝm,,χǫ	măn-ǝm	χǫj-ǝŋ	sŭŋ	kăš-ti	măn-ʌ-ǝm,man	walk-PTCP.PST	man-DER.ADJ	corner	look.for-INF	go-PRS-1SG,I leave in order to look for a region inhabited by men,Xomljak 2002: 58
UT008-3,"mŭj ar χŏjatn ɔmsǝm χɔtew, mŏʌti wǫʌ ki, kim at mănǝʌ!",,"mŭj	ar	χŏjat-n	ɔms-ǝm	χɔt-ew,	mŏʌti	wǫʌ	ki,	kim	at	măn-ǝʌ!",what	many	person-LOC	sit-PTCP.PST	house-1PL	something	be.PRS.3SG	out	IMP	go-PRS.3SG,"No matter by how many people our house has been inhabitated, if there is something (in it) let it go out!",Xomljak 2002: 76
