ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT001,wenʹakox°h toŋax°h,,wenʹako-x°h	toŋa-x°h,dog-DU come-3DU,Two dogs came,
UT007,mənʹ tol°h ŋil°na meəd°m,,mənʹ	tol°-h	ŋil°na	meə-d°m,I	table-GEN	under	be-1SG,I am under the table,
UT008,nʹabakonʹi xǣqmʹaxəd° xoneyəw°q,,nʹabako-nʹi	xǣ-qmʹa-xəd°	xoneyə-w°q,elder.sister-GEN.1SG	go-PERF.AN-ABL	go.to.sleep-REFL.1SG,"When my sister left, I went to sleep",
UT012,pisʹmo / pisʹmom tolaq,,pisʹmo	/	pisʹmo-m	tola-q,letter	/	letter-ACC	read-IMP.2SG,Read the/a letter!,
UT016,mənc°ras´ətid°m,,mənc°ra-s´əti-d°m,work-HAB-1SG,I usually work,
UT017-1,ladə > lador-,,ladə	>	lador-,,to hit : to hit many times,
UT017-2,ŋox°lə- > ŋox°lʹur-,,ŋox°lə-	>	ŋox°lʹur-,,"to swim > to swim here and there, to swim habitually",
UT021,xǣwant° nʹer°cʹuna wərk°m xada°wacʹ°,,xǣ-wa-nt°	nʹer°cʹuna	wərk°-m	xada°-wa-cʹ°,go-IMPF.AN-GEN.2SG	before	bear-ACC	kill-1PL-PAST,We had killed a bear shortly before you left,
UT023,ŋaw°na wǣwah yilʹeəcʹ°,,ŋaw°na	wǣwa-h	yilʹeə-cʹ°,in.the.past	bad-GEN	live-3PL.PAST,In the past they lived poorly,
UT028,towewaq ŋǣb°qnaq,,to-wewaq	ŋǣ-b°q-naq,come-PERF.PART.1PL	be-COND-1PL,we had come,
UT029,"xunarʹi ŋǣ°ya, sʹax°rʹih xobcaki°q",,"xuna-rʹi	ŋǣ°-ya,	sʹax°rʹih	xo-bcaki°-q",DP-LIM	be-JUS	then.LIM	find-POT-REFL.3SG,"Wherever he is, he will probably be found one day",
UT031,tʹuku° knigam temtaəya,,tʹuku°	kniga-m	temtaə-ya,this	book-ACC	buy-JUS,Let him buy this book,
UT032,mənʹ° tʹuku°cʹey°m xanaxəd°m,,mənʹ°	tʹuku°-cʹey°-m	xana-xə-d°m,I	this-EMPH-ACC	take-HORT-1SG,Let me take this away,
UT034,yer°mpoy°  nʹūmʹi  ŋanʹih  nʹir°waq xaŋkul°q!,,yer°mpoy°	nʹū-mʹi	ŋanʹih	nʹi-r°wa-q	xaŋkul°-q!,INTRJ	child-1SG	again	NEG-APPR-REFL.3SG	get.ill-CONNEG,If only my child wouldn’t get ill!,
UT037,meŋaxəyud′ih,,meŋa-xəyu-d′ih,take-DU.OBJ-2DU/3DU,"you two, they two take (sth)",
UT039,tʹukoxəna yedey° mʹad°m sʹertabʹiq,,tʹukoxəna	yedey°	mʹad°-m	sʹerta-bʹiq,here	new	tent-ACC	do-DUR.3PL,A new tent is being built here,
UT043,nʹaxənta xǣwəncʹ° ŋənodənta sʹertaəsʹ°,,nʹa-xənta	xǣ-wəncʹ°	ŋəno-də-nta	sʹertaə-sʹ°,companion-DAT.3SG	go-PURP	boat-PRED-GEN.3SG	do-PAST,He made a boat in order to visit his younger brother,
UT044-1,(numta) məlʹe° təlmə°?,,(num-ta)	məlʹe°	təlmə°?,sky-3SG	already	get.dark,Has it got dark already,
UT044-2,сарёбтылы̄”,,сарёбтылы̄”,,There was a light rain,
UT046,wǣwad°m / wǣwa ŋǣŋkud°m,,wǣwa-d°m	/	wǣwa	ŋǣ-ŋku-d°m,bad-1SG	/	bad	be-FUT-1SG,I will be bad,
UT047,wenʹako mʹak°na me°,,wenʹako	mʹa-k°na	me°,dog	tent-LOC	be,The dog is in the tent,
UT049,"mʹak°wada tənʹa°, ŋənoda yəŋku",,"mʹa-k°wa-da	tənʹa°,	ŋəno-da	yəŋku",tent-AFF-3SG	exist	boat-3SG	no,"He does have a tent, he doesn’t have a boat",
UT050,tʹanʹoxərt° tudakom nʹīdəm xoq,,tʹanʹo-xərt°	tudako-m	nʹī-dəm	xo-q,little-FOC	mushroom-ACC	NEG-1SG	find-CONNEG,I don’t even find a few mushrooms,
UT051,wadam nʹisʹ° mes°q xǣwi°,,wada-m	nʹi-sʹ°	mes°-q	xǣ-wi°,word-ACC	NEG-MOD	use-CONNEG	leave-INFR,He left without saying a word,
UT053,ladormədawey°,,lador-mədawey°,hit-NEG.PART,the one who did not hit,
UT058,xadawədawey°,,xada-wədawey°,kill-NEG.PART,the one who did not kill,
UT059,nūsʹ° meqm°nta pʹamʹi,,nū-sʹ°	meq-m°nta	pʹa-mʹi,stand-MOD	use-FUT.PART	tree-1SG,the tree on which I will stand,
UT060,[wol°tampəwemt°] xobamt°,,[wol°tampə-wemt°]	xoba-mt°,dislike-PERF.PART.ACC.2SG	skin-ACC.2SG,the skin (ACC) that you disliked,
UT061,[xūbtaxəna nʹabakomʹi mənc°raqmaxəd°nta] yalʹah xoni,,[xūbta-xəna	nʹabako-mʹi	mənc°ra-qma-xəd°nta]	yalʹa-h	xoni,morning-LOC	elder.sister-1SG	work-PERF.AN-ABL.3SG	day-GEN	sleep.REFL.3SG,"After my sister works in the morning, she sleeps in the day time",
UT064-1,xanyena,,xanyena,,"hunting, hunter",
UT064-2,toxolkoda,,toxolkoda,,"teaching, teacher",
UT065-1,yil’es’° m’aqm’i,,yil’e-s’°	m’aq-m’i,live-CVB.MOD	tent-1SG,the tent in which I live,Nikolaeva 2014: 322
UT065-2,[ŋarka pæn°h t’ebə°] xən° wabtarey°q,,[ŋarka	pæ-n°h	t’ebə-°]	xən°	wabtarey°-q,big	stone-DAT	bump.into-CVB.MOD	sledge	turn.over-REFL.3SG,The sledge turned over after/because it bumped into a big stone,Nikolaeva 2014: 322
UT066,ti / tim xadaq,,ti	/	ti-m	xada-q,reindeer	/	reindeer-ACC	kill-IMP.2SG,Kill a reindeer,
UT073,tʹuku° wenʹakox°h səwax°h,,tʹuku°	wenʹako-x°h	səwa-x°h,this	dog-3DU	good-3DU,These two dogs are/were good,
UT075,ŋil°mnantoh,,ŋil°mna-ntoh,,along the place under them,
UT081,ŋənoh,,ŋəno-h,boat-GEN,boat's,
UT085,yəxaw°na,,yəxa-w°na,river-PROL,along the river,
UT086,lam°pan°h xərasʹin°m xəmtaq,,lam°pa-n°h	xərasʹin°-m	xəmta-q,lamp-DAT	kerosene-ACC	pour-IMP.2SG,Pour some kerosene into the lamp,
UT087,yax°na,,ya-x°na,place-LOC,in the place,
UT088,mʹakəd°,,mʹa-kəd°,tent-ABL,out of the tent,
UT098,yid°h warən°h ŋənodəmʹi to°,,yid°-h	warə-n°h	ŋəno-də-mʹi	to°,water-GEN	edge-DAT	boat-PRED-1SG	come,A boat for me came to the shore,
UT101-1,noxah tǣwa,,noxa-h	tǣwa,olar.fox-GEN	tail,polar fox's tail,Nikolaeva 2014: 142
UT101-2,(pida) puxac'ada,,(pida)	puxac'a-da,he	wife-3SG,his wife,
UT102,(pida) puxac'ada,,(pida)	puxac'a-da,he	wife-3SG,his wife,
UT103-1,ŋənomʹi,,ŋəno-mʹi,boat-1SG,my boat,Nikolaeva 2014: 67
UT103-2,ŋənun°,,ŋənu-n°,boat-PL.1SG,my boats,
UT104,puxacʹako yilʹewi°. puxacʹakont° sʹidʹa səwa nʹuda,,puxacʹa-ko	yilʹe-wi°.	puxacʹa-ko-nt°	sʹidʹa	səwa	nʹu-da,old.woman-DIM	live-INFR	old.woman-DIM-GEN.2SG	2	good	child-3SG,An old woman lived. This old woman had two nice sons,
UT105,tʹukona sira(da) wərcawey°,,tʹukona	sira(-da)	wər-cawey°,here	snow-3SG	dirt-PROP,The snow is dirty here,
UT106-1,xībʹa,,xībʹa,,who,
UT106-2,ŋəmke,,ŋəmke,,what,
UT113-1,нея,,,,mother’s younger sister,
UT113-2,хада,,,,"mother’s older sister, father’s older sister",
UT113-3,тидя,,,,mother’s younger brother,
