ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB024,gulmijne mánájgújme,,gulmi-jne máná-jgújme,three-SG.COM child-PL.COM,with three children,von Gertten 2015:80
GB025,dúhte vuöbmie,,dúhte vuöbmie,DEM swamp,that swamp,von Gertten 2015:105
GB027,sverjesuomah jah tornedálareh,,sverjesuoma-h jah tornedálare-h,Swedish_Finn-PL and Tornedalian-PL,Swedish Finns and Tornedalians,von Gertten 2015:96
GB031,"månuoj, dånuoj, sånuoj",,"månuoj, dånuoj, sånuoj","1DU, 2DU, 3DU","we (two), you (two), they (the two of them)",von Gertten 2015:72
GB035,"dáhta, dahta, duhta",,"dáhta, dahta, duhta","DEM.PROX, DEM.DIST1, DEM.DIST2","this (here), that (there), that (more far away)",von Gertten 2015:75-76
GB047,álgguo,,álgg-uo,begin-NMLZ,beginning,von Gertten 2015:99
GB048,barggije,,bargg-ije,work-AG,worker,von Gertten 2015:100
GB049,gubdadahka,,gubda-dahka,float-NMLZ,float (noun),von Gertten 2015:99
GB065,miesien belljijde,,miesie-n belji-jde,calf-GEN ear-PL.ACC,the calfs ears,von Gertten 2015:116
GB070,muoruv,,muoru-v,tree-ACC,tree (accusative),von Gertten 2015:67
GB071,muv,,muv,1SG.ACC,me (accusative),von Gertten 2015:73
GB072,jugluojne,,jugluo-jne,boy-COM,with a/the boy,von Gertten 2015:68
GB073,mujna,,mujna,1SG.COM,with me,von Gertten 2015:73
GB074,bijrra gierdan,,bijrra gierda-n,around field-GEN,around the field,von Gertten 2015:77
GB075,tjiebuohtan bijrra,,tjiebuohta-n bijrra,neck-GEN around,around the neck,von Gertten 2015:77
GB080,bargijmeh,,bargi-jmeh,work-PST.1PL,we worked,von Gertten 2015:91
GB113,vuöjjiet : vuöjietit,,vuöjjie-t : vuöjie-ti-t,drive-INF > drive-CAUS-INF,to drive > to ride,von Gertten 2015:101
GB114,bassat : bassadit,,bassa-t : bassa-di-t,wash-INF > wash-REFL-INF,to wash > to wash oneself,von Gertten 2015:101
GB117,muv båtsuoj leä tjábbie,,muv båtsuoj leä tjábbie,1SG.GEN reindeer be.3SG beautiful,my reindeer is beautiful,von Gertten 2015:112
GB121,gájkka lih válddáme,,gájkka lih válddá-me,all be.PST.3SG take-PST.PRF,you had taken everything,von Gertten 2015:109
GB126,gåvnij daggár ålmáj,,gåvni-j daggár ålmáj,exist-PST.3SG this_kind_of guy,there was this kind of guy,von Gertten 2015:112
GB130,sådna vuelgij,,sådna vuelgi-j,3SG leave-PST.3SG,s/he left,von Gertten 2015:113
GB133,die unna beärgguoåksjatjuv ednij,,die unn-a beärgguo-åksja-tju-v edni-j,so little-ATTR meat_axe-DIM-ACC have-PST.3SG,so s/he had a little meat chopper,von Gertten 2015:95
GB134-1,dahta bálgies guhtjuotuvvij gïrkuobálgies.,,dahta bálgies guhtjuotuvvi-j gïrkuo+bálgies.,DEM.DIST ladder be_called-PST.3SG church_ladder,that ladder was called the church ladder,von Gertten 2015:118
GB134-2,"aktta gieriehtse, juhka guhtjuotuvvije låhkieke",,"aktta gieriehtse, juhka guhtjuotuvvi-je låhkieke",one sledge REL.SG be_called-3SG lid_sledge,a sledge which is called a lid sledge,von Gertten 2015:115
GB135,"jáhkáv, leäh tjijttjalúhkie",,"jáhká-v, leäh tjijttjalúhkie",think-1SG be.3PL seventy,I think that it is seventy,von Gertten 2015:116
GB139-1,ih,,ih,NEG.SG,don’t (indicative),von Gertten 2015:90
GB139-2,ielieh,,ielieh,NEG.IMP.SG,don’t (prohibitive),von Gertten 2015:90
GB140-1,ih lùas gååuna ,,i-h lùas gååuna ,NEG-3PL salmon find ,There is no salmon,Schlachter 1958:208 
GB140-2,ii le huu sådna naagan dàlhkòdiejjè ,,i-i le huu sådna naagan dàlhkòdiejjè ,NEG-3SG be.CNG PTCL 3SG.NOM any doctor.NOM.SG,S/he is not a doctor,Schlachter 1958:248 
GB147,butsh rávkaluvvijeäh tjuejkijste,,buts-h rávkal-uvvi-jeäh tjuejk-i-jste,reindeer-PL bother-PASS-3PL mosquito-PL-ELA,the reindeer are bothered by mosquitos,von Gertten 2015:117
GB185,dah båjtjh,,dah båjtj-h,DEM.DIST.PL boy-PL,the boys (over there),von Gertten 2015:108
GB187,stubatje,,stuba-tje,house-DIM,little house,von Gertten 2015:98
GB193,uđđa láhka,,uđđa láhka,new.ATTR law,the new law,von Gertten 2015:107
GB203,"Gàihka bühtjèma ùd'tja urròt, dassàs guh gàihka miesee mìr‘ktùvvija ",,gàihka bühtjè-ma ùd'tja urrò-t dassàs guh gàihka miesee mìr‘k-t-ùvvi-ja ,all milk-NMLZ start.PRS.3SG stay-INF until when all calve.NOM.PL mark-CAUS-PASS-PTCP.PRS ,,Schlachter 1958:171 
GB257,Dåbdh die dab hiergiev?,,Dåbd-h die dab hiergie-v?,know-2SG so DEM.DIST.ACC bull-ACC,So do you know (of) that bull?,von Gertten 2015:114
GB262,Majddie leäh ållást?,,Majddie leäh ållást?,INT.PL.ACC be.2SG ready,Are you ready?,von Gertten 2015:114
GB273,dan sjadduo leä stuorábe guh gieŧkien,,dan sjadduo leä stuorá-be guh gieŧkie-n,DEM.DIST.GEN growth be.SG3 big-COMP than wolverine-GEN,its growth is bigger than that of a wolverine,von Gertten 2015:118
GB298,eäh guvlh,,eäh guvl-h,NEG.3PL hear-CNG,they don’t hear,von Gertten 2015:109
GB305,sjnjeärrá jijtjasissa jahttá,,sjnjeärrá jijtja-si-ssa jahtt-á,mouse REFL-POSS.3-ILL say-3SG,the mouse says to itself,von Gertten 2015:95
GB312,vádtsien,,vádtsie-n,go-IMP.DU,Go (you two)!,von Gertten 2015:85
GB333,vijtta : lúhkie-vijtta : vijtta-lúhkie-vijtta,,vijtta : lúhkie-vijtta : vijtta-lúhkie-vijtta,five : ten-five : five-ten-five,five : fifteen : fifty-five,von Gertten 2015:81
GB408,die sidden suohppanjv gådieste ájttáje,,die sidde-n suohppanj-v gåd-ie-ste ájtt-á-je,then tie-PST.PL3 lasso-ACC hut-ELA shed-ILL,Then they tied a lasso from the hut to the shed,von Gertten 2015:113
GB522,vuelgij,,vuelgi-j,leave-PST.3SG,s/he left,von Gertten 2015:113
