ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB024,вич мӱкш,βit͡ɕ mykʃ ,βit͡ɕ mykʃ ,five bee.NOM.SG,five bees,Riese et al. 2022:104
GB025,тиде урем,tide urem ,tide urem ,DEM.PROX street.NOM.SG,this street,Riese et al. 2022:134
GB027-1,Тый чай ден кофем налын вет,təj t͡ɕaj den kof-em nal-ən βet,təj t͡ɕaj den kof-em nal-ən βet,2SG tea with coffee-ACC take-PST2.2SG INT,But you have bought tea and coffee,Riese et al. 2022:329
GB027-2,Эвалан да Робинлан марий мурым да куштымашым тунемман,eβalan da robinlan marij murəm da kuʃtəmaʃəm tunemːan ,eβa-lan da robin-lan marij murə-m da kuʃtəmaʃ-əm tunem-ːan ,Eva-DAT and Robin-DAT Mari song-ACC and dance-ACC study-NEC,Eva and Robin must learn Mari songs and dances,Riese et al. 2022:77
GB044,пӧрт-влак,pørt-βlak ,pørt-βlak ,house-PL,houses,Riese et al. 2022:54
GB046,Сапаевмыт,sapajevmət,Sapajev-mət,Sapayev-APL,"the Sapayevs, the Sapayev family",Riese et al. 2022:56
GB047,воштылмаш,βoʃtəlmaʃ ,βoʃtəl-maʃ ,laugh-AN,laughter,Riese et al. 2022:371
GB048-1,тунемше,tunemʃe ,tunem-ʃe ,study-ACT.PTCP,student,Riese et al. 2022:255
GB048-2,шымлызе,ʃəmləze ,ʃəmlə-ze ,research-AG,researcher,Riese et al. 2022:370
GB065,Изамын лӱмжӧ ,izamən lymʒø ,iza-m-ən lym-ʒø ,elder.brother-PX.1SG-GEN name-PX.3G,my elther brother's name,Riese et al. 2022:72
GB070,рвезе ӱдырлан пеледышым пуа ,rβeze ydərlan peledəʃəm pua ,rβeze ydər-lan peledəʃ-əm pu-a ,boy girl-DAT flower-ACC give-NPST.3SG,the boy gives a flower to the girl,Riese et al. 2022:75
GB071,нуным полиций кычалеш,nunəm polit͡sij kət͡ɕaleʃ,nunə-m polit͡sij kət͡ɕal-eʃ,3PL-ACC police look.for-NPST.3SG,the police are looking for them,Riese et al. 2022:132
GB072,пӧртлаште,pørtlaʃte ,pørt-la-ʃte ,house-PL-INE,in the houses,Riese et al. 2022:78
GB073,тыланет кофем але чайым кондаш?,təlanet kofem ale t͡ɕajəm kondaʃ? ,təlanet kofe-m ale t͡ɕaj-əm kond-aʃ? ,2SG.DAT coffee-ACC or tea-ACC bring-INF,shall I bring you (sg.) coffee or tea?,Riese et al. 2022:132
GB075,мардеж ваштареш ,mardeʒ βaʃtareʃ ,mardeʒ βaʃtareʃ ,wind against,against the wind,Riese et al. 2022:155
GB083-1,толам ~ тольым,tolam ~ toʎəm ,tol-am ~ toʎəm ,come-NPST.1SG ~ come.PST1.1SG,I come ~ I came,Riese et al. 2022:205
GB083-2,возышым ,βozəʃəm ,βozə-ʃ-əm ,write-PST1-1SG,I wrote,Riese et al. 2022:206
