ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB024,kaksi iloista lasta,,kaksi ilois-ta las-ta,two cheerful-PRT child-PRT,two cheerful children,Hakulinen et al. 2004:§ 1305
GB025,se kaali,,se kaali,DEM cabbage,this cabbage,Hakulinen et al. 2004:§ 720
GB027-1,Läsnä oli Kari Mäkelä vaimoineen,,läsnä ol-i Kari Mäkelä vaimo-ine-en,present be-PST.3SG Kari Mäkelä wife-COM-POSS.3SG,Present was Kari Mäkelä with his wife,Karlsson 2018:263
GB027-2,Pentti ja Pirkko olivat naimisissa,,Pentti ja Pirkko ol-i-vat naimisissa,Pentti and Pirkko be-PST-3PL married,Pentti and Pirkko were married,Karlsson 2018:408
GB044,valot,,valo-t,light-PL,lights,Hakulinen et al. 2004:§ 79
GB047,juokseminen,,juokse-minen,run-NMLZ,running,Hakulinen et al. 2004:§ 221
GB048,uneksija,,uneksi-ja,dream-AG.NMLZ,dreamer,Hakulinen et al. 2004:§ 252
GB049,ratkaisu,,ratkais-u,decide-NMLZ,decision,Hakulinen et al. 2004:§ 226
GB065,lammasten vaatteissa,,lammas-ten vaatte-i-ssa,sheep-PL.GEN clothing-PL-INE,in sheep's clothing,Hakulinen et al. 2004:§ 85
GB070,Kirjailija poltti viimeisen käsikirjoituksen,,kirjailija poltt-i viimeise-n käsikirjoitukse-n,writer burn-PST.3SG last-GEN manuscript-GEN,The writer burned the last manuscript,Hakulinen et al. 2004:§ 925
GB071,Tapasin hänet,,tapa-si-n häne-t,meet-PST-1SG 3SG-ACC,I met him,Hakulinen et al. 2004:§ 930
GB072,Kirja on kassissa,,kirja on kassi-ssa,book be.3SG bag-INE,The book is in the bag,Hakulinen et al. 2004:§ 1238
GB073,Meille tulee vieraita kaukaakin,,me-i-lle tule-e viera-i-ta kaukaa=kin,1PL-PL-ALL come-3SG visitor-PL-PRT far=PTCL,We will have visitors from afar,Hakulinen et al. 2004:§ 1240
GB074,kulkea läpi kaupungin,,kulke-a läpi kaupungi-n,pass-INF1 through city-GEN,to pass through the city,Hakulinen et al. 2004:§ 702
GB075,maailman ympäri,,maailma-n ympäri,world-GEN around,around the world,Hakulinen et al. 2004:§ 701
GB080,kerroin,,kerro-i-n,tell-PST-1SG,I told,Hakulinen et al. 2004:§ 112
GB083,syöt : söit,,syö-t : sö-i-t,eat-2SG : eat-PST-2SG,you eat : you ate,Hakulinen et al. 2004:§ 112
GB089,minä kuulen hyvin,,minä kuule-n hyvin,1SG hear-1SG well,I can hear well,Hakulinen et al. 2004:§ 107
GB091,söisimme,,söi-si-mme,eat-COND-1PL,we would eat,Hakulinen et al. 2004:§ 107
GB111-1,syö : söi,,syö : sö-i,eat.3SG : eat-PST.3SG,to eat : I eat,Hakulinen et al. 2004:§ 73
GB111-2,häviää : hävisi,,häviä-ä : häivi-si,disappear-3SG : disappear-3SG.PST,to disappear : I disappear,Hakulinen et al. 2004:§ 75
GB113,Äiti nukuttaa lapset,,äiti nuku-tta-a lapse-t,mother sleep-CAUS-3SG child-PL,Mother puts children to sleep,Hakulinen et al. 2004:§ 307
GB114,Lapsi pukeutui,,lapsi puke-utu-i,child dress-REFL-PST.3SG,The child got dressed,Hakulinen et al. 2004:§ 333
GB117,Sinä olet paras ystäväni,,sinä ole-t paras ystävä-ni,2SG be-2SG best friend-POSS.1SG,You are my best friend,Hakulinen et al. 2004:§ 456 
GB119,"Jos vesi olisi lämmintä, saisit uida",,"Jos vesi ol-isi lämmin-tä, sa-isi-t ui-da",if water be-COND.3SG warm-PRT get-COND-2SG swim-INF1,If the water were warm you could swim,Karlsson 2018:317
