ID,Feature,Value,Source,Comment,Example
GB020,Are there definite or specific articles?,0,Wilbur 2014:in passim,,
GB021,Are there indefinite or non-specific articles?,0,Wilbur 2014:in passim,,
GB022,Are there prenominal articles?,0,Wilbur 2014:in passim,,
GB023,Are there postnominal articles?,0,Wilbur 2014:in passim,,
GB024,What is the order of numeral and noun in the NP?,1,Wilbur 2014:143-148,,GB024
GB025,What is the order of adnominal demonstrative and noun?,1,Wilbur 2014:142-143,,GB025
GB026,Can adnominal property words occur discontinuously?,0,Wilbur 2014:127-134,,
GB027,Are nominal conjunction and comitative expressed by different elements?,1,"Wilbur 2014:190-192, 89-90",,"GB027-1, GB027-2 "
GB028,Is there a distinction between inclusive and exclusive?,0,Wilbur 2014:113-125,,
GB030,Is there a gender distinction in phonologically independent third person pronouns?,0,Wilbur 2014:in passim,,
GB031,Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun or person index system?,1,Wilbur 2014:113-115,,"GB031-1, GB031-2, GB031-3"
GB035,Are there three or more distance contrasts in adnominal demonstratives?,1,Wilbur 2014:142-143,,"GB035-1, GB035-2, GB035-3"
GB036,Do adnominal demonstratives show an elevation distinction?,0,Wilbur 2014:142-143,,
GB037,Do adnominal demonstratives show a visible-nonvisible distinction?,0,"Wilbur 2014:115-117, 142-143",,
GB038,Are there demonstrative classifiers?,0,Wilbur 2014:142-143,,
GB039,Is there nonphonological allomorphy of noun number markers?,0,Wilbur 2014:92-108,,
GB041,Are there several nouns (more than three) which are suppletive for number?,0,"Wilbur 2014:178-179, 138-139, 208",,
GB042,Is there a productive overt morphological singular marker on nouns?,0,Wilbur 2014:92-95,,
GB043,Is there a productive morphological dual marker on nouns?,0,Wilbur 2014:82-83,,
GB044,Is there a productive morphological plural marker on nouns?,1,Wilbur 2014:92-95,,GB044
GB046,Is there an associative plural marker for nouns?,0,Wilbur 2014:92-98,,
GB047,Is there a productive morphological pattern for deriving an action/state noun from a verb?,1,Wilbur 2014:199-200,,GB047 
GB048,Is there a productive morphological pattern for deriving an agent noun from a verb?,1,Wilbur 2014:200-201,,GB048 
GB049,Is there a productive morphological pattern for deriving an object noun from a verb?,1,Wilbur 2014:197-200,,GB049
GB051,Is there a noun class/gender system where masculine and feminine categories are a factor in class assignment?,0,Wilbur 2014:in passim,,
GB052,Is there a noun class/gender system where shape is a factor in class assignment?,0,Wilbur 2014:in passim,,
GB053,Is there a noun class/gender system where animacy is a factor in class assignment?,0,Wilbur 2014:in passim,,
GB054,Is there a noun class/gender system where plant status is a factor in class assignment?,0,Wilbur 2014:in passim,,
GB057,Are there numeral classifiers?,0,Wilbur 2014:in passim,,
GB058,Are there possessive classifiers?,0,Wilbur 2014:in passim,,
GB059,Is the adnominal possessive construction different for alienable and inalienable nouns?,0,Wilbur 2014:108-111,,
GB065,What is the pragmatically unmarked order of adnominal possessor and possessed noun?,1,Wilbur 2014:85,,GB065 
GB068,"Do property words (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?",0,Wilbur 2014:130-134,,
GB069,"Do adnominal property words (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?",0,Wilbur 2014:128-130,,
GB070,"Are there morphological cases for non-pronominal core arguments (i.e. S, A or P)?",1,Wilbur 2014:83-98,,GB070 
GB071,"Are there morphological cases for phonologically independent personal pronominal core arguments (i.e. S, A or P)?",1,Wilbur 2014:113-115,,GB071
GB072,"Are there morphological cases for oblique non-pronominal NPs (i.e. not S, A or P)?",1,Wilbur 2014:87-90,,GB072
GB073,"Are there morphological cases for phonologically independent oblique personal pronouns (i.e. not S, A or P)?",1,Wilbur 2014:113-115,,GB073
GB074,Are there prepositions?,1,Wilbur 2014:189-190,,GB074
GB075,Are there postpositions?,1,Wilbur 2014:188-189,,GB075
GB079,"Do verbs have prefixes or proclitics other than S, A or P indexes (do include indexes that also mark TAM or negation)?",0,Wilbur 2014:149-181,,
GB080,"Do verbs have suffixes or enclitics other than S, A or P indexes (do include indexes that also mark TAM or negation)?",1,Wilbur 2014:202-207,,GB080
GB081,Is there productive infixation in verbs?,0,Wilbur 2014:149-181,,
GB082,Is there overt morphological marking of present tense on verbs?,0,"Wilbur 2014:150-151, 160-161, 181",,
GB083,Is there overt morphological marking on the verb dedicated to past tense?,1,"Wilbur 2014:150-151, 181",,GB083
GB084,Is there overt morphological marking on the verb dedicated to future tense?,0,"Wilbur 2014:150-151, 155",,
GB086,Is a morphological distinction between perfective and imperfective aspect available on verbs?,0,"Wilbur 2014:155-157, 240",,
GB089,Can the S argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Wilbur 2014:149-181,,GB089
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Wilbur 2014:149-181,,
GB091,Can the A argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Wilbur 2014:149-181,,GB091
GB092,Can the A argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Wilbur 2014:149-181,,
GB093,Can the P argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,0,Wilbur 2014:149-181,,
GB094,Can the P argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Wilbur 2014:149-181,,
GB095,Are variations in marking strategies of core participants based on TAM distinctions?,0,Wilbur 2014:in passim,,
GB096,Are variations in marking strategies of core participants based on verb classes?,0,Wilbur 2014:in passim,,
GB098,Are variations in marking strategies of core participants based on person distinctions?,0,Wilbur 2014:in passim,,
GB099,Is there verb suppletion for participant person?,0,Wilbur 2014:178-179,Only årrot ’to be’ is suppletive. ,
GB103,Can a verb have a benefactive marker (applicative marker or index)?,0,Wilbur 2014:149-181,,
GB104,Can a verb have an instrumental marker (applicative marker or index)?,0,Wilbur 2014:149-181,,
GB105,Can the recipient in a ditransitive construction be marked like the transitive patient?,0,"Wilbur 2014:86-87, 233-234",,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",0,Wilbur 2014:157-158,,
GB108,Is there directional or locative morphological marking on verbs?,0,Wilbur 2014:149-181,,
GB109,Is there verb suppletion for participant number?,0,Wilbur 2014:149-181,,
GB110,Is there verb suppletion for tense or aspect?,0,Wilbur 2014:149-181,,
GB111,Are there conjugation classes?,0,Wilbur 2014:168-181,,
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,1,Wilbur 2014:204-205,,GB113
GB114,Is there a phonologically bound reflexive marker on the verb?,1,Wilbur 2014:204,,GB114
GB115,Is there a phonologically bound reciprocal marker on the verb?,0,Wilbur 2014:in passim,,
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",0,Wilbur 2014:in passim,,
