ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB024,rükä põimõ katś nädälit piä,,rükä põim-õ katś nädäli-t piä,rye.PRT harvest-PST.1PL two week-PRT almost+E2:E65,We harvested the rye for almost two weeks,Keem and Käsi 2002:143
GB025,üüse saimiq tuu lehe ja kirä,,üüse sa-i-miq tuu lehe ja kirä,night.INS get-PST-1PL DEM.DIST newspaper.GEN and letter.GEN,We got that newspaper and a letter at night,Keem and Käsi 2002:193
GB027-1,mul tütär ja poig mõistsõva saksa kiilt,,mu-l tütär ja poig mõist-sõ-va saksa kiil-t,1SG-ADE daughter and son understand-PST-3PL German language-PRT,My daughter and son spoke German,Keem and Käsi 2002:194
GB027-2,"timä oll' säärendäne, lätsivä mino imäga laada mano lõuna aigo eläjile ette anma",,"timä oll' säärendäne, lät-si-vä mino imä-ga laada mano lõuna aigo eläj-i-le ette an-ma",3SG be.PST.3SG such go-PST-3PL 1SG.GEN mother-COM stall towards noon time animal-PL-ALL front give-SUP,"She was like that, at noon they went to the stall with my mother to give food for the animals",Keem and Käsi 2002:158
GB035-1,ja kae ma et mis kuradi kotus seo om,,ja kae ma et mis kuradi kotus seo om,and look.1SG 1SG COMP what devil.GEN place DEM.SPKR.PROX be.3SG,And I am looking that what kind of place is this,Keem and Käsi 2002:280
GB035-2,"taad ei tohiq süvväq, taa aasõ hullus",,"taa-d ei tohiq süvväq, taa aa-sõ hullu-s",DEM.ADR.PROX-PRT NEG can.CNG eat.INF DEM.ADR.PROX drive-REFL.3SG crazy-TRA,"This cannot be eaten, this will drive you crazy",Keem and Käsi 2022:107
GB035-3,ma olõ nännüq ka tuud järve,,ma olõ nän-nüq ka tuu-d järve,1SG be.1SG see-ACT.PST.PTCP also DEM.DIST-PRT lake.PRT,I have also seen that lake,Keem and Käsi 2002:283
GB044,mõtsaq,mɤt.saʔ,mõtsa-q,forest-PL,forests,Iva 2007:43
GB047,olõma : olõminõ,,olõ-ma : olõ-minõ,be-SUP : be-NMLZ,"to be : being, existence",Iva 2007:70
GB048,haukma : haukja,,hauk-ma : hauk-ja ,bark-SUP : bark-AG.NLMZ ,to bark : barker,Iva 2007:109
