ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB020-1,vel'əś,,vel'ə-ś,village-DEF.SG,the village,Bartens 1999:83
GB020-2,modat'ńä,,moda-t'ńä,soil-PL.DEF,the soils,Bartens 1999:87
GB024,kemźiśəmgä kiza,,kemźiśəmgä kiza,seventeen year,seventeen years,Bartens 1999:119
GB025,ńä šit'ńəń,,ńä ši-t'ńə-ń,DEM.PROX.PL day-PL.DEF-GEN,of these days,Bartens 1999:114
GB027-1,al'at-ćorat,,al'a-t-ćora-t,father-PL-son-PL,father and son,Bartens 1999:106
GB027-2,Kol'a saś l'išməńək,,Kol'a sa-ś l'išmə-ńək.,PN come-PST.3SG horse-COM,Kolya came with a hourse,Bartens 1999:99
GB044,vel'ət',,vel'ə-t',village-PL,villages,Bartens 1999:82
GB047-1,palama,,pala-ma,kiss-NMLZ,kissing,Bartens 1999:106
GB048,luvi,,luv-i,read-PRS.ACT.PTCP,reader,Bartens 1999:152
GB049,purəmks,,purəm-ks,gather-NMLZ,gathering,Bartens 1999:107
GB065,avat' ćorac,,ava-t' ćora-c,woman-GEN.DEF son-POSS.3SG,this woman's son,Bartens 1999:105
GB068,ćebäŕan,,ćebäŕ-an,beautiful-PRS.1SG,I am beautiful,Bartens 1999:108
GB070-1,Mašańd'I anavś kši paməŕks,,Maša-ńd'I ana-v-ś kši paməŕks.,PN-DAT beg-PASS-PST.3SG bread crumb,Masha managed to beg a crumb of bread,Toldova et al. 2018:555
GB070-2,tuməda kolmə̑l' ,,tumə-da kolmə̑-l' ,oak-ABL three-PST2.3SG,there were three oaks,Bartens 1999:175
GB070-3,son aralakšńəś mokšə̑t'ńəń esa,,son aralakš-ńə-ś mokšə̑-t'-ńə-ń e-sa,3SG defend-PST.3SG Moksha-PL-DEF-GEN POSTP-INE,he defended Moksha people,Bartens 1999:175
GB070-4,śimś vinado,,śim-ś vina-do,drink-PST.3SG liquor-ABL,he drank liquor,Bartens 1999:176
GB071-1,t'ä t'evś t'ejt' t'ijəmal',,t'ä t'ev-ś t'ej-t' t'ijə-ma-l',DEM.PROX work-DEF.SG DAT-2SG do-PTCP-PST2.3SG,you should have done this work,Bartens 1999:173
GB071-2,kńigat' maksəź t'ejənzə,,kńiga-t' maks-əź t'ejə-nzə,book-DEF.SG.GEN give-PST.3PL.OC>3SG DAT-3SG.POSS,(s)he was given a book / they gave him/her a book,Toldova et al. 2018:497
GB071-3,mon toń mujte,,mon toń mujte,1SG 2SG.GEN find-PRS.1SG.OC>2SG,I will find you,Toldova et al. 2018:595
GB072,mol'ś päšts,,mol'-ś päšt-s,go-PST.3SG nut-ILL,(s)he went for nuts,Bartens 1999:95
