ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB024,Mun áiggun diŋgot guokte hirbmat stuorra pepperonipizza.,,mun áiggu-n diŋgo-t guokte hirbmat stuorra pepperonipizza,1SG intend.1SG order-INF two extremely large.ATTR pepperoni.pizza.GEN/ACC.SG,two extremely large pepperoni pizzas,Aikio and Ylikoski 2022:172
GB025,Mun osten dán guokte viesu.,,mun oste-n dán guokte viesu,1SG buy-PST.1SG this.GEN/ACC two.NOM house.GEN/ACC.SG,I bought these two houses,Aikio and Ylikoski 2022:173
GB027,Nina ja Marit leaba Oslos.,,Nina ja Marit lea-ba Oslo-s,Nina.NOM.SG and Marit.NOM.SG be-PRS.3DU Oslo-LOC.SG,Nina and Marit are in Oslo,SIKOR
GB031,"moai, doai, soai",,"moai, doai, soai","1DU, 2DU, 3DU","we (two), you (two), they (two)",Aikio and Ylikoski 2022:162 
GB035,"dát, diet, duot, dot",,"diet, dát, duot, dot","DEM.ADR.NOM.SG, DEM.SPKR.NOM.SG, DEM.DIST1.NOM.SG, DEM.DIST2.NOM.SG","that (near addressee), this (near speaker), that (far away), that (further away)",Ylikoski 2020:404
GB044,njoammil > njoammilat,,njoammil > njoammila-t,hare.NOM.SG > hare-NOM.PL,hare > hares,Aikio and Ylikoski 2022:161
GB047-1,eallit > eallin,,ealli-t > ealli-n,live-INF > live-AN,to live > life,Aikio and Ylikoski 2022:164
GB047-2,golgadit > golgadeapmi,,golgad-it > golgad-eapmi,fish_with_a_dragnet-INF > fish_with_a_dragnet-AN,to fish with a dragnet > dragnet fishing,Aikio and Ylikoski 2022:164
GB048,jorgalit > jorgaleaddji,,jorgal-it > jorgal-eaddji,translate-INF > translate-AG,to translate > translator,Aikio and Ylikoski 2022:165
GB049-1,juohkit > juohku,,juohki-t > juohk-u,divide-INF > divide-NMLZ,to divide > division,Aikio and Ylikoski 2022:165
GB049-2,ballat > ballu,,balla-t > ball-u,be_afraid-INF > be_afraid-NMLZ,to be afraid > fear,Aikio and Ylikoski 2022:165
GB065,Dat lea mu girji.,,dat lea mu girji,DEM.NOM.SG be.PRS.3SG 1SG.GEN book.NOM.SG,This is my book,Nickel 1994:98
GB070,Sámediggi álggahii kulturguovddášfidnu jagi 2000. ,,sámediggi álggah-ii kulturguovddášfidnu jagi 2000,Saami_parliament.NOM.SG begin-PST.3SG cultural_center_business.GEN/ACC.SG year.GEN/ACC.SG 2000,The Saami parliament opened the cultural centre in the year 2000,SIKOR
GB071,Son guđii sin.,,son guđ-ii sin,3SG.NOM leave-PST.3SG 3SG.GEN/ACC,(s)he left him/her,SIKOR
GB072,Mun lean viesus.,,mun lea-n viesu-s,1SG.NOM be-PRS.1SG house-LOC.SG,I’m in the house,Nickel 1994:495
GB073,Mun attán dutnje girjji.,,mun attá-n dutnje girjji,1SG.NOM give-PRS.1SG 2SG.ILL book.GEN/ACC.SG,I give you a book,Nickel 1994:493
GB074-1,rastá joga,,rastá joga,across river.GEN/ACC.SG,across the river,Aikio and Ylikoski 2022:173
GB074-2,maŋŋá geasi,,maŋŋá geasi,after summer.GEN/ACC.SG,after the summer,Aikio and Ylikoski 2022:173
GB075-1,joga rastá,,joga rastá,river.GEN/ACC.SG across,across the river,Aikio and Ylikoski 2022:173
GB075-2,geasi maŋŋá,,geasi maŋŋá,summer.GEN/ACC.SG after,after the summer,Aikio and Ylikoski 2022:173
GB080,sámástivččiime,,sámást-ivčči-ime,speak.Saami-COND-1DU,we two would speak Saami,Aikio and Ylikoski 2022:168
GB083,sámástin,,sámást-in,speak.Saami-PST.1SG,I spoke Saami,Aikio and Ylikoski 2022:166
GB089,sámástetne,,sámast-etne,speak.Saami-PRS.1DU,we two speak Saami,Aikio and Ylikoski 2022:166
GB091,sámástetne,,sámast-etne,speak.Saami-PRS.1DU,we two speak Saami,Aikio and Ylikoski 2022:166
GB113,čierrut > čieruhit,,čierru-t > čieru-hi-t,cry-INF > cry-CAUS-INF,to cry > to make somebody cry,Aikio and Ylikoski 2022:171
GB114,bassat > basadit,,bassa-t > basa-di-t,wash-INF > wash-REFL-INF,to wash > to wash oneself,Nickel 1994:221
GB115,dovdat > dovddadit,,dovda-t > dovdda-di-t,know-INF > know-RECP-INF,to know > to know eachother,Nickel 1994:221
GB117,Máret lea oahpaheaddji.,,Máret lea oahpaheaddji,Máret.NOM.SG be.PRS.3SG teacher.NOM.SG,Máret is a teacher,Nickel 1994:480
GB119,livččen oastit,,livččen oastit,be.COND.1SG buy.INF,I would have bought,Aikio and Ylikoski 2022:168
GB120,Iŋgá lea čuohpan muoraid.,,Iŋgá lea čuohpa-n muora-id,Iŋgá.NOM.SG be.PRS.3SG cut-PST.PTCP tree-GEN/ACC.PL,Iŋgá has cut (some) wood,Aikio and Ylikoski 2022:168
GB121-1,Iŋgá lea čuohpan muoraid.,,Iŋgá lea čuohpa-n muora-id,Iŋgá.NOM.SG be.PRS.3SG cut-PST.PTCP tree-GEN/ACC.PL,Iŋgá has cut (some) wood,Aikio and Ylikoski 2022:168
GB121-2,Iŋgá lei čuohpan muoraid.,,Iŋgá lei čuohpa-n muora-id,Iŋgá.NOM.SG be.PST.3SG cut-PST.PTCP tree-GEN/ACC.PL,Iŋgá had cut (some) wood,Aikio and Ylikoski 2022:168
