ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB024,koumes pertiš koume eläjäd,,koume-s perti-š koume eläjä-d,three-INE house-INE three inhabitant-PRT,(There are) three inhabitants in three houses,Grünthal 2015: 245
GB025-1,se priha ii varaad’a ni keda,,se priha ii varaad’a ni ke-da,DEM.SG boy NEG.3SG fear.CNG NEG who-PRT,This boy fears no one,Grünthal 2015: 278
GB025-2,mužikan vel’l’ed ne akale lindas küdud ,,mužika-n vel'l'e-d ne aka-le linda-s küdu-d,husband-GEN brother-PL DEM.PL wife-ALL be-3PL.REFL brother-in-law-PL,The husband's brothers are brother-in-laws for the wife,Grünthal 2015: 280
GB027-1,"en teda, kut tat da mam anttas ali eba",,"en teda, kut tat da mam antta-s ali eba","NEG.1SG know.CNG, whether father and mother give-3PL or NEG.3PL",I don't know whether the mother and father will give or not,Grünthal 2015: 127
GB027-2,"žeńih tuлe͔b hīmokundaŋke, tataŋke, veľľiďeke, vävüiďeke, ristižaŋke ",,"žeńih tuлe͔-b hīmokundaŋ-ke, tataŋ-ke, veľľi-ďe-ke, vävü-i-ďe-ke, ristižaŋ-ke","fiancé come-3SG relative-COM, father-COM, brother-PL-COM, son-in-law-PL-COM, godfather-COM","Fiancé comes with (his) relatives, father, brither, son-in-law and godfather",Grünthal 2015: 336
GB044,vanhad kažid,,vanha-d kaži-d,old-PL cat-PL,old cats,Grünthal 2015: 60
GB047,hiiti jo vihmundan,,hiit-i jo vihmu-nda-n,throw-PST.3SG already rain-DER-GEN,It already stopped raining,Grünthal 2015: 115
GB048,veren imii säsk hänel ,,vere-n imi-i säsk häne-l,blood-GEN suck-AGN mosquito 3SG-ADE,(S)he has got a blood sucking mosquito,Grünthal 2015: 115
GB049,jagada : jagard,,jaga-da : jaga-rd,share-INF : share-VN,jagada : jagard,Grünthal 2015: 116
GB065,pidab tugeda meiden radresursaid,,pida-b tuge-da meide-n rad-resursa-i-d,need-3PL support-INF 1PL-GEN work-resource-PL-PRT,Our workforce has to be supported,Grünthal 2015: 214
GB070,tugedan uksen zamkal ,,tugeda-n ukse-n zamka-l ,close-1SG door-GEN lock-ADE,I close the door with a lock.,Grünthal 2015: 66
GB071,varastan händast kod’he ,,varasta-n händast kod’-he ,wait-1SG 3SG.PRT home-ILL,I wait him/her to come home,Grünthal 2015: 250
GB072,orasormhe puikon čokeižin,,orasorm-he puiko-n čokei-ži-n,first.finger-ILL splinter-GEN get-PST-1SG,I got a splinter in my first finger,Grünthal 2015: 73
GB073,anda hänelez leibad ,,anda häne-le-z leiba-d ,give.IMP.2SG 3SG-ALL-POSS.3SG bread-PRT ,Give him/her a bread,Grünthal 2015: 106; 275-276
GB074,"siriči linduiš soigutin, ambuskenzin ",,"siriči lindu-i-š soigut-i-n, ambu-sken-zi-n ","past bird-PL-INE bang-PST-1SG, shoot-MOM-PST-1SG ",My shot missed the birds,Grünthal 2015: 76
GB075,hubin miide kartte pagižiba,,hubin mii-de kartte pagiž-i-ba,poorly 1PL-GEN way speak-PST-3PL,They spoke poorly in our way (= in Veps),Grünthal 2015: 32
GB080,"homaičeižiid, ka pölgastuižiid ",,"homaiče-ižii-d, ka pölga-stu-ižii-d ","notice-COND-2SG, too scare-REFL-COND-2SG","If you noticed, you would be scared",Grünthal 2015: 141
GB083,mänin,,män-i-n,go-PST-1SG,I went,Grünthal 2015: 122
GB089,"mam kucub školha, a minä en tule",,"mam kucu-b škol-ha, a minä en tule","mother invite-3SG school-ILL, but 1SG NEG.1SG come.CNG","Mother invites me to school, but I do not come",Grünthal 2015: 180
GB091,taimned valoin ,,taimne-d valo-i-n,plant-PL water-PST-1SG,I watered the plants,Grünthal 2015: 124
GB111-1,"kacun, kacud, kacub, kacumei, kacutei, kacutas",,"kacu-n, kacu-d, kacu-b, kacu-mei, kacu-tei, kacu-tas","watch-1SG, watch-2SG, watch-3SG, watch-1PL, watch-2PL, watch-3PL","I watch, you watch, he/she watches, we watch, you watch, they watch",Grünthal 2015: 129
GB111-2,"pezemoi, pezetoi, pezese, pesemoiš, pesetoiš, pesesoi",,"peze-moi, peze-toi, peze-se, pese-moiš, pese-toiš, pese-soi","wash-REFL.1SG, wash-REFL.2SG, wash-REFL.3SG, wash-REFL.1PL, wash-REFL.2PL, wash-REFL.3PL","I wash myself, you wash yourself, he/she washes his/herself, we wash ourselves, you wash yourselves, they wash themselves",Grünthal 2015: 143
GB113,"jaugan paižotab, ka kävelehtad, ka heitab ",,"jauga-n paižo-ta-b, ka käve-le-hta-d, ka heita-b ","foot-GEN swell-CAUS-3SG, too walk-FRQ-MOM-2SG, too throw-3SG ","If the leg swells, walk and it will stop",Grünthal 2015: 164-165
GB114,pezese,,peze-se,wash-REFL.3SG,He/she washes his/herself,Grünthal 2015: 143
GB117,"toine siga om orač, toine om emäč ",,"toine siga om orač, toine om emäč ",Other pig is boar other is sow,First pig is a boar and the other one is a sow,Grünthal 2015: 194
GB130,laps värižeb,,laps väriže-b,child cry-3SG,The child is crying,Grünthal 2015: 63
GB132,kondii i mužik jagoiba kagran,,kondii i mužik jago-i-ba kagra-n,bear and man share-PSG-3PL oat-GEN,The bear and the man shared the oats,Grünthal 2015: 173
GB134,"opendajad laiba, miše me pagižem vepsaks",,"opendaja-d lai-ba, miše me pagiže-m vepsa-ks",teacher-PL scold-3PL that 1PL speak-1PL Veps-TRSL,The teachers scolded [us] for speaking in Veps,Grünthal 2015: 180
GB135,iče vou tahtoin söda,,iče vou tahto-i-n sö-da,his/herself more want-PST-1SG eat-INF,I still wanted to eat myself,Grünthal 2015: 89
GB137,"pap kazakan abidiškanž, maksa i rados",,"pap kazaka-n abidiškanž, maksa i rado-s. ","priest farmhand-GEN abidiškanž, pay.INF NEG work-INE ",The priest started to upset the farmhand for not paying for the work,"Kettunen, Siro 1935: 102"
GB139-1,ed mäne,,ed mäne,NEG.2SG go.CNG,You don't go,Grünthal 2015: 122
GB139-2,"ala mäne sinne, tule tänne",,"ala mäne sinne, tule tänne","NEG.IMP go.CNG there, come.2SG.IMP here","Don't go there, come here!",Grünthal 2015: 239
GB140-1,nored ka sizard ka ii ole kodiš ,,nore-d ka sizar-d ka ii ole kodi-š ,young-PL too sister-PRT too NEG be.CNG home-INE,"Youngsters as well, sister is not at home",Grünthal 2015: 198
GB140-2,ii ole heid,,ii ole heid,NEG be.CNG 3PL.PRT,They don't exist,Grünthal 2015: 197
GB140-3,ii ole hengiš hän,,ii ole hengi-š hän,NEG be.CNG soul-INE 3SG,He/she is not alive,Grünthal 2015: 197
GB147,amptaze,,amp-taze,shoot-PASS,Shots are being fired,Grünthal 2015: 48
GB155,"jaugan paižotab, ka kävelehtad, ka heitab ",,"jauga-n paižo-ta-b, ka käve-le-hta-d, ka heita-b ","foot-GEN swell-CAUS-3SG, too walk-FRQ-MOM-2SG, too throw-3SG ","If the leg swells, walk and it will stop",Grünthal 2015: 164-165
GB184,lugmateimad gasetad ,,lug-ma-teima-d gaseta-d ,read-SUP-CAR-PL newspaper-PL,Unreadable newspapers,Grünthal 2015: 119
GB185-1,sed mužikad eba mäne ongele ,,se-d mužika-d eba mäne onge-le ,DEM.PROX-PL man-PL NEG.3PL go.CNG fishhook-ALL,These men don't go fishing,Grünthal 2015: 278
GB185-2,ned mužikad eba mäne ongele ,,ned mužika-d eba mäne onge-le ,DEM.PROX.PL man-PL NEG.3PL go.CNG fishhook-ALL,These men don't go fishing,Grünthal 2015: 278
GB187,"neičukaine vastoilii, pezetii lapsuziid ",,"neičuka-ine vastoil-ii, peze-t-ii lapsu-zi-i-d ",girl-DIM whip-3SG.PST wash-CAUS-3SG.PST child-DIM-PL-PRT,"The girl whipped with a vasta, bathed a children",Grünthal 2015: 113
GB193-1,peńed лapsed oľiba ,,peńe-d лapse-d oľ-i-ba ,small-PL child-PL be-PST-3PL,Children were small,Grünthal 2015: 336
GB193-2,jauhon järedan tegeb mugoičen ,,jauho-n järeda-n tege-b mugoiče-n ,flour-GEN thick-GEN make-3PL such-GEN,It makes such thick flour,Grünthal 2015: 177
GB203,siloi mii kaiken aigan pagižimei,,siloi mii kaike-n aiga-n pagiž-i-mei,then 1PL all-GEN time-GEN speak-PST-1PL,Then we spoke all the time,Grünthal 2015: 243
GB204-1,siloi mii kaiken aigan pagižimei,,siloi mii kaike-n aiga-n pagiž-i-mei,then 1PL all-GEN time-GEN speak-PST-1PL,Then we spoke all the time,Grünthal 2015: 243
GB204-2,ii kaikuččes derounas ühtüižed vaihed ,,ii kaikučče-s derouna-s ühtüiže-d vaihe-d ,NEG every village-INE same-PL word-PL,Words are not the same in every village,Grünthal 2015: 286
GB252,a mužik hänel om tšuvas,,a mužik häne-l om tšuvas,but husband 3SG-ADE be.3SG Chuvash,But her husband is a Chuvash,Grünthal 2015: 195
GB257,televizoran kacod?,,televizora-n kaco-d?,television-GEN watch-2SG,Do you watch the television?,Grünthal 2015: 230
GB264,omik äi vepsoid?,,om-ik äi vepso-i-d?,be.3SG-Q lot Veps-PL-PRT?,Are there a lot of Veps?,Grünthal 2015: 224
GB273,raffas om vuu hubemb miid’,,raffas om vuu hube-mb mii-d’,people be.3SG even bad.COMP 1PL-PRT,There are people [living] even worse than us,Grünthal 2015: 178
GB275,jälgmaižed tegeskanž kebdemb kirjutada vepsaks ,,jälgmaiže-d tege-skanž kebde-mb kirju-ta-da vepsa-ks ,next-PL make-INCH easy-COMP write-INF-INF Veps-TRA,Later ones were easier to write in Veps,Grünthal 2015: 178
GB298,"en teda, kut tat da mam anttas ali eba",,"en te-da, kut tat da mam ant-tas ali eba",NEG.1SG know-INF if father and mother give-3PL or NEG.3PL,I don't know wether the father and mother will give or not,Grünthal 2015: 127
GB305,mahtadik sinä iče kirjutada vepsäks? ,,mahta-d-ik sinä iče kirju-ta-da vepsä-ks? ,able-2SG-Q 2SG self write-INF-INF Veps-TRA,Can you write in Veps yourself?,Grünthal 2015: 224
GB312,"homaičeižiid, ka pölgastuižiid ",,"homaiče-ižii-d, ka pölga-stu-ižii-d ","notice-COND-2SG, too scare-REFL-COND-2SG","If you noticed, you would be scared",Grünthal 2015: 141
GB327,"nece vin, kudamaspäi koldas nored brihad, akad",,"nece vin, kudamaspäi kol-das nore-d briha-d, aka-d","this liquor, REL-ELA die-3PL young-PL man-PL, woman-PL","This liquor, because of which youn men and women die ",Grünthal 2015: 302
GB331,pagižliu äjan kudam pagižeb,,pagiž-liu äjan kudam pagiže-b,talkative lot REL speak-3SG,Talkative is the one who speaks a lot,Grünthal 2015: 302
GB408,tugedan uksen zamkal ,,tugeda-n ukse-n zamka-l ,close-1SG door-GEN lock-ADE,I close the door with a lock,Grünthal 2015: 66
GB415,,,,,,
GB421,"kazak nägišti, miše ivan oti härgan ",,"kazak nägišt-i, miše ivan ot-i härga-n ","farmhand see-PST, that Ivan take-PST.3SG ox-GEN",Renki noticed that Ivan took the bull,"Kettunen, Siro 1935: 104"
GB432,sinun rodnij kel’ mütte om?,,sinu-n rodnij kel’ mütte om?,you-GEN national language what be.3SG,What is your mother tongue?,Grünthal 2015: 196
