Feature_ID,Value,Source,Comment
GB020,0,"Heinike Heinsoo, p.c.",
GB021,0,"Heinike Heinsoo, p.c.",
GB022,0,"Heinike Heinsoo, p.c.",
GB023,0,"Heinike Heinsoo, p.c.",
GB024,1,"Heinike Heinsoo, p.c.",
GB025,1,"Heinike Heinsoo, p.c.",
GB026,0,"Heinike Heinsoo, p.c.",
GB027,1,"Heinike Heinsoo, p.c.",Comitative case
GB028,0,"Heinike Heinsoo, p.c.",
GB030,0,"Heinike Heinsoo, p.c.",
GB031,0,"Heinike Heinsoo, p.c.",
GB035,0,"Heinike Heinsoo, p.c.",
GB036,0,"Heinike Heinsoo, p.c.",
GB037,0,"Heinike Heinsoo, p.c.",
GB038,0,"Heinike Heinsoo, p.c.",
GB039,0,"Heinike Heinsoo, p.c.",
GB041,0,"Heinike Heinsoo, p.c.",
GB042,0,"Heinike Heinsoo, p.c.",
GB043,0,"Heinike Heinsoo, p.c.",
GB044,1,"Heinike Heinsoo, p.c.",
GB046,1,"Heinike Heinsoo, p.c.",Suffix -ne.
GB047,1,"Heinike Heinsoo, p.c.",Suffix -mine
GB048,1,"Heinike Heinsoo, p.c.",
