Feature_ID,Value,Source,Comment
GB020,0,Nickel 1990:69,No articles in North Saami.
GB021,0,Nickel 1990:69,No articles in North Saami.
GB022,0,Nickel 1990:69,No articles in North Saami.
GB023,0,Nickel 1990:69,No articles in North Saami.
GB024,1,Nickel 1990:90,Unmarked order is Num-N.
GB025,1,Nickel 1990:116,Unmarked order is Dem-N.
GB026,0,Nickel 1990:509ff,"Not explicitly mentioned, but no examples found."
GB027,1,Nickel 1990:499,North Saami may use a coordination conjunction or the comitative.
GB028,0,Nickel 1990:97,No examples found. Pronouns do not mark interlocutor.
GB030,0,Nickel 1990:96,No grammatical gender in North Saami.
GB031,1,Nickel 1990:96,Dual is marked on pronouns and verbs.
GB032,0,Nickel 1990:??,No specific reference; no counterexamples found.
GB034,0,"Nickel 1990:42, 59",Only infinite verb forms (e.g. negative verb form) neutralize person categories.
GB035,1,Nickel 1990:116,"North Saami has at least four distance demonstratives, partly based on the spatial relation to the speaker."
GB036,0,Nickel 1990:116,"North Saami demonstratives refer to distance on ""ground level""."
GB037,0,Nickel 1990:116,North Saami has no visible-non-visible distinction.
GB038,0,Nickel 1990:116,
GB039,0,Nickel 1990:90,
GB041,0,Nickel 1990:84,
GB042,0,Nickel 1990:70,SG is zero-marked.
GB043,0,"Nickel 1990:69, 96",DU on nouns is only marked on pronouns.
GB044,1,Nickel 1990:69,PL is marked by stem alternation and suffix.
GB046,0,Nickel 1990:69f.,Not found in the description.
GB047,1,Nickel 1990:295,Several productive suffixes for this exist in North Saami.
GB048,1,Nickel 1990:294,Several productive suffixes for this exist in North Saami.
GB049,1,Nickel 1990:296,Suffixes are used for marking object nominalization.
GB051,0,Nickel 1990:69,North Saami has no grammatical gender system.
GB052,0,Nickel 1990:69,North Saami has no grammatical gender system.
GB053,0,Nickel 1990:69,North Saami has no grammatical gender system.
GB054,0,Nickel 1990:69,North Saami has no grammatical gender system.
GB057,0,Nickel 1990:69,
GB058,0,Nickel 1990:100,
GB059,0,Nickel 1990:100,
GB061,0,Nickel 1990:100,
GB062,1,Nickel 1990:100,"North Saami possessive suffixes inflect for all persons (1-3) and all numbers (SG, DU, PL)."
GB063,1,Nickel 1990:486,Genitive can mark possessor.
GB064,1,Nickel 1990:100,Poss.suffix mark possession in possessee.
GB065,3,"Nickel 1990:97, 10",Adnominal: Possessor-possessed; Poss.suffix: possessed-possessor.
GB068,0,Nickel 1990:79,
GB069,0,Nickel 1990:79,
GB070,1,"Nickel 1990:480, 483",Nom-Accusative case alignment system.
GB071,1,Nickel 1990:96,Nom-Accusative case alignment system.
GB072,1,Nickel 1990:483,NOM-ACC alignment
GB073,1,Nickel 1990:96,NOM-ACC alignment
GB074,1,Nickel 1990:164,Prepos. may also be used as postpos.
GB075,1,Nickel 1990:164,Postpos. may also be used as prepos.
GB076,0,"Nickel 1990:164, 480f",
GB077,0,"Nickel 1990:164, 480f",
GB079,?,Nickel 1990:383(??),North Saami has a proclitic like Engl. 'un-'
GB080,1,Nickel 1990:221ff,"Rich derivational morphology, e.g.: frequence, diminutive."
GB081,0,Nickel 1990:40,
GB082,1,Nickel 1990:45,Tense is marked with affixes.
GB083,1,Nickel 1990:46,Tense is marked with affixes.
GB084,0,Nickel 1990:42,
GB086,1,Nickel 1990:42,
GB088,0,Nickel 1990:42ff.,Feature DELETED (5/12/2015 Nijmegen; Hedvig's patron session)
GB089,1,Nickel 1990:43,
GB090,0,Nickel 1990:42ff.,
GB091,1,Nickel 1990:43,
GB092,0,Nickel 1990:42ff.,
GB093,0,Nickel 1990:42ff.,
GB094,0,Nickel 1990:42ff.,
GB095,0,Nickel 1990:42ff.,No variation found.
